Primary Key,Year,Company Market Cap,ESG Controversies Score,ESG Score,Independent Board Members,Return on Assets - Actual,Return on Equity - Actual,Total Debt Percentage of Total Equity,Identifier (RIC),Company Name,TRBC Industry Group Name,TRBC Industry Name,TRBC Activity Name
LVMH.PA_2024,2024,3.18E+11,6.818181818,80.8167317,58.82%,0.109,0.2613,0.6137861,LVMH.PA,LVMH Moet Hennessy Louis Vuitton SE,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
LVMH.PA_2023,2023,3.68E+11,71.42857143,81.10455075,56.25%,0.10839,0.2755,0.6198679,LVMH.PA,LVMH Moet Hennessy Louis Vuitton SE,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
LVMH.PA_2022,2022,3.42E+11,44.11764706,79.47160333,58.82%,0.1029,0.2848,0.7044307,LVMH.PA,LVMH Moet Hennessy Louis Vuitton SE,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
LVMH.PA_2021,2021,3.67E+11,27.77777778,77.80953654,55.56%,0.0458,0.1271,0.9653094,LVMH.PA,LVMH Moet Hennessy Louis Vuitton SE,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
LVMH.PA_2020,2020,2.58E+11,5.555555556,69.93523508,58.82%,0.084,0.2082,0.657761,LVMH.PA,LVMH Moet Hennessy Louis Vuitton SE,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
LVMH.PA_2019,2019,2.09E+11,90,69.06566031,62.50%,0.0882,0.2074,0.3243219,LVMH.PA,LVMH Moet Hennessy Louis Vuitton SE,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
LVMH.PA_2018,2018,1.30E+11,85.71428571,64.76540214,58.82%,0.08,0.1857,0.3810778,LVMH.PA,LVMH Moet Hennessy Louis Vuitton SE,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
LVMH.PA_2017,2017,1.24E+11,75,57.85662634,55.00%,0.07,0.16175,0.2634956,LVMH.PA,LVMH Moet Hennessy Louis Vuitton SE,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
LVMH.PA_2016,2016,91992176416,70,61.41736985,50.00%,,,,LVMH.PA,LVMH Moet Hennessy Louis Vuitton SE,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
LVMH.PA_2015,2015,,100,60.92746889,,,,,LVMH.PA,LVMH Moet Hennessy Louis Vuitton SE,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
MAGN.N_2025,2025,462131704.6,,,87.50%,,,1.8345865,MAGN.N,Magnera Corp,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC)
MAGN.N_2024,2024,620252653.5,,,77.78%,,,,MAGN.N,Magnera Corp,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC)
MAGN.N_2023,2023,79257943.23,100,62.52429296,90.00%,,,3.3494437,MAGN.N,Magnera Corp,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC)
MAGN.N_2022,2022,116364834.9,100,56.3630438,90.00%,,,2.657542,MAGN.N,Magnera Corp,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC)
MAGN.N_2021,2021,673671364.4,100,66.13724706,88.89%,,,1.450645,MAGN.N,Magnera Corp,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC)
MAGN.N_2020,2020,595058931.8,100,64.66579324,88.89%,,,0.5424877,MAGN.N,Magnera Corp,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC)
MAGN.N_2019,2019,721080700.4,100,63.25468846,88.89%,,,0.6472761,MAGN.N,Magnera Corp,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC)
MAGN.N_2018,2018,372583085.6,100,57.29340155,88.89%,,,0.7640537,MAGN.N,Magnera Corp,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC)
MAGN.N_2017,2017,779001418.6,100,63.52704115,90.00%,,,0.6790478,MAGN.N,Magnera Corp,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC)
MAGN.N_2016,2016,989629313,100,47.48375755,0.00%,,,0.5698886,MAGN.N,Magnera Corp,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC)
MAGN.N_2015,2015,,100,35.52870746,,,,,MAGN.N,Magnera Corp,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC)
MATE.KL_2025,2025,189991437.9,100,29.56503881,40.00%,,,,MATE.KL,Magni-Tech Industries Bhd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
MATE.KL_2024,2024,238282962.2,100,21.1371911,50.00%,0.13024,0.15046,,MATE.KL,Magni-Tech Industries Bhd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
MATE.KL_2023,2023,160198963.7,100,21.39228806,40.00%,0.1072,0.12119,,MATE.KL,Magni-Tech Industries Bhd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
MATE.KL_2022,2022,169565794.2,100,24.50869395,40.00%,,,,MATE.KL,Magni-Tech Industries Bhd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
MATE.KL_2021,2021,179680301.2,100,13.81778163,20.00%,,,,MATE.KL,Magni-Tech Industries Bhd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
MATE.KL_2020,2020,205943445.4,,,0.00%,0.18649,0.2141,,MATE.KL,Magni-Tech Industries Bhd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
MATE.KL_2019,2019,243304617.4,,,0.00%,0.181,0.206,,MATE.KL,Magni-Tech Industries Bhd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
MATE.KL_2018,2018,137422903.3,,,0.00%,0.181,0.20899,,MATE.KL,Magni-Tech Industries Bhd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
MATE.KL_2017,2017,190869517.5,,,0.00%,,,,MATE.KL,Magni-Tech Industries Bhd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
MATE.KL_2016,2016,144625334.5,,,0.00%,,,,MATE.KL,Magni-Tech Industries Bhd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
1477.TW_2025,2025,1933975058,,,31.25%,0.1712,0.27019,0.1016288,1477.TW,Makalot Industrial Co Ltd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
1477.TW_2024,2024,2333028758,100,72.33579721,23.53%,0.1619,0.256,0.1075792,1477.TW,Makalot Industrial Co Ltd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
1477.TW_2023,2023,2532100811,100,64.92844719,20.00%,0.1507,0.24179,0.1440344,1477.TW,Makalot Industrial Co Ltd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
1477.TW_2022,2022,1722073909,100,69.80554723,20.00%,0.13,0.22309,0.1746374,1477.TW,Makalot Industrial Co Ltd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
1477.TW_2021,2021,1903135428,100,69.63414407,23.53%,0.11035,0.20391,0.3393847,1477.TW,Makalot Industrial Co Ltd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
1477.TW_2020,2020,1227909381,100,70.35661176,21.43%,0.1341,0.2119,0.1076158,1477.TW,Makalot Industrial Co Ltd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
1477.TW_2019,2019,1032790421,100,65.88285883,21.43%,0.11492,0.17558,0.0446421,1477.TW,Makalot Industrial Co Ltd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
1477.TW_2018,2018,1018322952,100,67.89224532,0.00%,0.10007,0.14926,0.0326404,1477.TW,Makalot Industrial Co Ltd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
1477.TW_2017,2017,735567731.7,,,0.00%,0.11411,0.17261,0.0635683,1477.TW,Makalot Industrial Co Ltd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
1477.TW_2016,2016,751620254.3,,,0.00%,,,,1477.TW,Makalot Industrial Co Ltd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
MEKKO.HE_2025,2025,527164374.5,,,85.71%,0.19219,0.34509,0.4058077,MEKKO.HE,Marimekko Oyj,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
MEKKO.HE_2024,2024,492667940.4,100,43.03739656,83.33%,0.1985,0.3896,0.5005933,MEKKO.HE,Marimekko Oyj,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
MEKKO.HE_2023,2023,541040452.7,100,47.90844365,87.50%,0.1835,0.36259,0.6133153,MEKKO.HE,Marimekko Oyj,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
MEKKO.HE_2022,2022,356086729.2,100,43.29672307,77.78%,0.1971,0.3981,0.4622027,MEKKO.HE,Marimekko Oyj,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
MEKKO.HE_2021,2021,688596939.8,100,43.57470381,75.00%,0.1221,0.2695,0.7239455,MEKKO.HE,Marimekko Oyj,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
MEKKO.HE_2020,2020,370313938.7,100,51.39726113,0.00%,0.1691,0.3299,0.9352344,MEKKO.HE,Marimekko Oyj,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
MEKKO.HE_2019,2019,291048057.2,,,0.00%,0.1573,0.232,0.0101987,MEKKO.HE,Marimekko Oyj,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
MEKKO.HE_2018,2018,168263888,,,0.00%,0.1226,0.1987,0.1089374,MEKKO.HE,Marimekko Oyj,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
MEKKO.HE_2017,2017,81705061,,,0.00%,0.0853,0.1454,0.2111527,MEKKO.HE,Marimekko Oyj,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
MEKKO.HE_2016,2016,76689502.8,,,0.00%,,,,MEKKO.HE,Marimekko Oyj,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
MC.BK_2025,2025,242496561.4,,,50.00%,,0.2039,0.3072866,MC.BK,MC Group PCL,Textiles & Apparel,Apparel & Accessories,Jeans
MC.BK_2024,2024,238377231.1,100,49.52631666,58.33%,0.13037,0.19122,0.3310026,MC.BK,MC Group PCL,Textiles & Apparel,Apparel & Accessories,Jeans
MC.BK_2023,2023,275927806.7,100,45.50930823,61.54%,0.12338,0.17433,0.2642862,MC.BK,MC Group PCL,Textiles & Apparel,Apparel & Accessories,Jeans
MC.BK_2022,2022,224515180.6,100,34.11322813,0.00%,0.09449,0.1335,0.2341151,MC.BK,MC Group PCL,Textiles & Apparel,Apparel & Accessories,Jeans
MC.BK_2021,2021,191783995.2,,,0.00%,0.09589,0.12429,0.3089122,MC.BK,MC Group PCL,Textiles & Apparel,Apparel & Accessories,Jeans
MC.BK_2020,2020,214065437.5,,,0.00%,0.10553,0.12161,,MC.BK,MC Group PCL,Textiles & Apparel,Apparel & Accessories,Jeans
MC.BK_2019,2019,175398396.8,,,0.00%,0.0891,0.1038,1.63E-05,MC.BK,MC Group PCL,Textiles & Apparel,Apparel & Accessories,Jeans
MC.BK_2018,2018,234327891.8,,,0.00%,,,,MC.BK,MC Group PCL,Textiles & Apparel,Apparel & Accessories,Jeans
MC.BK_2017,2017,323712147.5,,,0.00%,,,0.0227694,MC.BK,MC Group PCL,Textiles & Apparel,Apparel & Accessories,Jeans
MC.BK_2016,2016,320605357.1,,,0.00%,,,0.0383942,MC.BK,MC Group PCL,Textiles & Apparel,Apparel & Accessories,Jeans
MIRZ.NS_2025,2025,48442258.02,100,45.3983286,61.54%,,,0.0846446,MIRZ.NS,Mirza International Ltd,Textiles & Apparel,Footwear,Footwear (NEC)
MIRZ.NS_2024,2024,59181872.65,100,30.50240853,46.15%,,,0.064132,MIRZ.NS,Mirza International Ltd,Textiles & Apparel,Footwear,Footwear (NEC)
MIRZ.NS_2023,2023,69697048.9,100,37.51313797,50.00%,,,0.0494376,MIRZ.NS,Mirza International Ltd,Textiles & Apparel,Footwear,Footwear (NEC)
MIRZ.NS_2022,2022,336221156.4,100,26.25102118,50.00%,,,0.1023417,MIRZ.NS,Mirza International Ltd,Textiles & Apparel,Footwear,Footwear (NEC)
MIRZ.NS_2021,2021,178851049.7,,,0.00%,0.0068,0.0139,0.2186276,MIRZ.NS,Mirza International Ltd,Textiles & Apparel,Footwear,Footwear (NEC)
MIRZ.NS_2020,2020,76945389.23,,,0.00%,,,0.4584342,MIRZ.NS,Mirza International Ltd,Textiles & Apparel,Footwear,Footwear (NEC)
MIRZ.NS_2019,2019,85134150.56,,,0.00%,,,0.5833238,MIRZ.NS,Mirza International Ltd,Textiles & Apparel,Footwear,Footwear (NEC)
MIRZ.NS_2018,2018,125391069.7,,,0.00%,,0.1458,0.4987758,MIRZ.NS,Mirza International Ltd,Textiles & Apparel,Footwear,Footwear (NEC)
MIRZ.NS_2017,2017,249660166.6,,,0.00%,,0.15,0.3107721,MIRZ.NS,Mirza International Ltd,Textiles & Apparel,Footwear,Footwear (NEC)
MIRZ.NS_2016,2016,143497527,,,0.00%,,0.206,0.4601903,MIRZ.NS,Mirza International Ltd,Textiles & Apparel,Footwear,Footwear (NEC)
MONC.MI_2025,2025,15125744532,,,58.33%,0.1219,0.18809,0.2669073,MONC.MI,Moncler SpA,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
MONC.MI_2024,2024,14009607535,100,81.65047978,58.33%,0.1271,0.2001,0.2639943,MONC.MI,Moncler SpA,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
MONC.MI_2023,2023,15296761386,100,73.41395267,73.33%,0.13619,0.2247,0.3145035,MONC.MI,Moncler SpA,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
MONC.MI_2022,2022,13547298105,100,83.19940409,66.67%,0.112,0.1908,0.3657017,MONC.MI,Moncler SpA,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
MONC.MI_2021,2021,17521172216,100,83.05995019,58.33%,0.11289,0.2048,0.4383571,MONC.MI,Moncler SpA,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
MONC.MI_2020,2020,12953800567,100,78.6570791,53.85%,0.098,0.1729,0.5655206,MONC.MI,Moncler SpA,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
MONC.MI_2019,2019,10337239527,100,80.02380627,54.55%,0.22118,0.3337,0.0902181,MONC.MI,Moncler SpA,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
MONC.MI_2018,2018,7394424334,100,73.1884745,54.55%,0.1972,0.3069,0.1007828,MONC.MI,Moncler SpA,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
MONC.MI_2017,2017,6642772669,100,59.53633485,50.00%,0.19597,0.3391,0.1998547,MONC.MI,Moncler SpA,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
MONC.MI_2016,2016,4135975003,100,51.31434391,0.00%,,,,MONC.MI,Moncler SpA,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
MONNA.MI_2025,2025,4838553.372,,,57.14%,,,1.3921715,MONNA.MI,Monnalisa SpA,Textiles & Apparel,Apparel & Accessories,Children's & Infants' Clothing
MONNA.MI_2024,2024,9844244,100,26.82556379,33.33%,,,0.9795184,MONNA.MI,Monnalisa SpA,Textiles & Apparel,Apparel & Accessories,Children's & Infants' Clothing
MONNA.MI_2023,2023,9844244,100,31.06756453,40.00%,,,0.5087422,MONNA.MI,Monnalisa SpA,Textiles & Apparel,Apparel & Accessories,Children's & Infants' Clothing
MONNA.MI_2022,2022,15185270,100,40.91530584,42.86%,,-0.1212,0.5077907,MONNA.MI,Monnalisa SpA,Textiles & Apparel,Apparel & Accessories,Children's & Infants' Clothing
MONNA.MI_2021,2021,19321947,100,40.48495913,20.00%,,-0.0633,0.4963144,MONNA.MI,Monnalisa SpA,Textiles & Apparel,Apparel & Accessories,Children's & Infants' Clothing
MONNA.MI_2020,2020,20631022,100,42.77500505,0.00%,,-0.2291,0.3776773,MONNA.MI,Monnalisa SpA,Textiles & Apparel,Apparel & Accessories,Children's & Infants' Clothing
MONNA.MI_2019,2019,31417800,,,0.00%,-0.1178,-0.1951,0.2850963,MONNA.MI,Monnalisa SpA,Textiles & Apparel,Apparel & Accessories,Children's & Infants' Clothing
MONNA.MI_2018,2018,49714149.27,,,0.00%,0.0196,0.0338,0.4272717,MONNA.MI,Monnalisa SpA,Textiles & Apparel,Apparel & Accessories,Children's & Infants' Clothing
MONNA.MI_2017,2017,,,,0.00%,,,0.2677908,MONNA.MI,Monnalisa SpA,Textiles & Apparel,Apparel & Accessories,Children's & Infants' Clothing
MONNA.MI_2016,2016,,,,0.00%,,,,MONNA.MI,Monnalisa SpA,Textiles & Apparel,Apparel & Accessories,Children's & Infants' Clothing
MTC.L_2025,2025,16096845.88,100,24.42949777,40.00%,-0.0978,,,MTC.L,Mothercare PLC,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
MTC.L_2024,2024,29298412.7,100,17.60776178,33.33%,0.13208,-0.21944,,MTC.L,Mothercare PLC,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
MTC.L_2023,2023,44222745.6,100,22.99906619,33.33%,,,,MTC.L,Mothercare PLC,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
MTC.L_2022,2022,47736025.96,100,25.00426993,40.00%,,-0.43,13.4666667,MTC.L,Mothercare PLC,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
MTC.L_2021,2021,129674639.4,100,21.71862903,33.33%,,,,MTC.L,Mothercare PLC,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
MTC.L_2020,2020,47652662.27,100,23.54214946,40.00%,,,21.3913043,MTC.L,Mothercare PLC,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
MTC.L_2019,2019,76346952.99,100,27.11325693,50.00%,,,,MTC.L,Mothercare PLC,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
MTC.L_2018,2018,60896197.27,100,34.42022829,55.56%,-0.0042,,9.5869565,MTC.L,Mothercare PLC,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
MTC.L_2017,2017,125103141.3,100,44.62775395,72.73%,0.0475,0.1935,0.1953317,MTC.L,Mothercare PLC,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
MTC.L_2016,2016,226559205.5,100,45.76947914,66.67%,0.0483,0.1966,,MTC.L,Mothercare PLC,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
MOV.N_2025,2025,275327002.7,100,49.92348903,75.00%,,,0.0006204,MOV.N,Movado Group Inc,Textiles & Apparel,Apparel & Accessories,Watches
MOV.N_2024,2024,298144900.1,100,54.55411425,75.00%,,,0.0005905,MOV.N,Movado Group Inc,Textiles & Apparel,Apparel & Accessories,Watches
MOV.N_2023,2023,426104362,100,55.20466282,75.00%,,,,MOV.N,Movado Group Inc,Textiles & Apparel,Apparel & Accessories,Watches
MOV.N_2022,2022,473277687.5,100,51.56854643,71.43%,,,0.0001032,MOV.N,Movado Group Inc,Textiles & Apparel,Apparel & Accessories,Watches
MOV.N_2021,2021,602626642.2,100,34.58981102,70.00%,,,0.0497751,MOV.N,Movado Group Inc,Textiles & Apparel,Apparel & Accessories,Watches
MOV.N_2020,2020,225699454.4,100,27.1908752,72.73%,,,0.098409,MOV.N,Movado Group Inc,Textiles & Apparel,Apparel & Accessories,Watches
MOV.N_2019,2019,318329799.2,100,26.63580834,70.00%,,,0.1004844,MOV.N,Movado Group Inc,Textiles & Apparel,Apparel & Accessories,Watches
MOV.N_2018,2018,454881567.4,100,25.5674003,66.67%,,,0.0531536,MOV.N,Movado Group Inc,Textiles & Apparel,Apparel & Accessories,Watches
MOV.N_2017,2017,615764333.1,100,28.12294952,66.67%,,,0.0632921,MOV.N,Movado Group Inc,Textiles & Apparel,Apparel & Accessories,Watches
MOV.N_2016,2016,627148477.5,,,0.00%,,,,MOV.N,Movado Group Inc,Textiles & Apparel,Apparel & Accessories,Watches
MUL.L_2025,2025,84965344.69,,,37.50%,-0.161,-1.49099,,MUL.L,Mulberry Group PLC,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
MUL.L_2024,2024,92395985.63,100,33.77526709,25.00%,-0.17292,-0.67827,7.4644728,MUL.L,Mulberry Group PLC,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
MUL.L_2023,2023,114334948.1,100,28.54484457,25.00%,0.02382,0.07313,1.799598,MUL.L,Mulberry Group PLC,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC)
