index,tot_post_count,tot_sentiment_avg,tot_Weighted_Main_Crit_avg,tot_Average_Subcrit_avg,tot_C_04_score_avg,tot_D_01_score_avg,tot_Weighted_Subcrit_avg,tot_C_03_score_avg,tot_A_02_score_avg,tot_Average_Main_Crit_avg,tot_C_06_score_avg,tot_A_01_score_avg,tot_B_03_score_avg,tot_C_02_score_avg,tot_C_01_score_avg,tot_C_05_score_avg,tot_B_02_score_avg,tot_B_01_score_avg,tot_sentiment_pos_1_count,tot_sentiment_neu_0_count,tot_sentiment_neg_m1_count,tot_sentiment_na_count,tot_sentiment_1_relative,tot_esg_count,tot_Cat_E_count,tot_Cat_S_count,tot_Cat_G_count,tot_Cat_N_count,tot_esg_relative,tot_Cat_E_relative,tot_Cat_S_relative,tot_Cat_G_relative,tot_Cat_N_relative,esg_post_count,esg_sentiment_avg,esg_Weighted_Main_Crit_avg,esg_Average_Subcrit_avg,esg_C_04_score_avg,esg_D_01_score_avg,esg_Weighted_Subcrit_avg,esg_C_03_score_avg,esg_A_02_score_avg,esg_Average_Main_Crit_avg,esg_C_06_score_avg,esg_A_01_score_avg,esg_B_03_score_avg,esg_C_02_score_avg,esg_C_01_score_avg,esg_C_05_score_avg,esg_B_02_score_avg,esg_B_01_score_avg,esg_sentiment_pos_1_count,esg_sentiment_neu_0_count,esg_sentiment_neg_m1_count,esg_sentiment_na_count,esg_sentiment_1_relative,esg_esg_count,esg_Cat_E_count,esg_Cat_S_count,esg_Cat_G_count,esg_Cat_N_count,esg_esg_relative,esg_Cat_E_relative,esg_Cat_S_relative,esg_Cat_G_relative,esg_Cat_N_relative,Year,Company Market Cap,ESG Controversies Score,ESG Score,Independent Board Members,Return on Assets - Actual,Return on Equity - Actual,Total Debt Percentage of Total Equity,Identifier (RIC),Company Name,TRBC Industry Group Name,TRBC Industry Name,TRBC Activity Name,ESG_washing_score,relative_ESG_washing_score
PAGE.NS_2022,5.0,1.0,3.445833333333333,3.345079365079365,3.4,3.8,3.345079365079365,,4.4,3.445833333333333,3.4,4.8,3.0,3.0,3.0,2.8,2.0,1.8,3.0,0.0,0.0,2.0,0.6,2.0,0.0,2.0,0.0,3.0,0.4,0.0,0.4,0.0,0.6,2.0,1.0,3.3541666666666665,3.5238095238095237,3.0,3.0,3.5238095238095237,,5.0,3.3541666666666665,4.0,5.0,5.0,5.0,,3.0,,1.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2022,5397340235.0,76.47058824,76.68807558,46.67%,0.2819,0.54369,0.1009612,PAGE.NS,Page Industries Ltd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),0.21748734000000525,0.002835999447829738
SAFA.NS_2025,5.0,1.0,3.5774999999999997,3.306060606060606,3.6,4.8,3.306060606060606,,3.8,3.5774999999999997,3.0,3.8,1.6,3.4,5.0,2.8,3.25,2.6,5.0,0.0,0.0,0.0,1.0,3.0,0.0,3.0,0.0,2.0,0.6,0.0,0.6,0.0,0.4,3.0,1.0,3.601388888888889,3.348484848484848,3.6666666666666665,5.0,3.348484848484848,,3.3333333333333335,3.601388888888889,3.3333333333333335,3.3333333333333335,1.6666666666666667,3.6666666666666665,5.0,3.0,3.3333333333333335,2.6666666666666665,3.0,0.0,0.0,0.0,1.0,3.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2025,1009469298.0,100.0,55.87434959,60.00%,,0.1607,0.1308981,SAFA.NS,Safari Industries (India) Ltd,Textiles & Apparel,Apparel & Accessories,Handbags & Luggage,0.0,0.0
TITN.NS_2022,5.0,1.0,3.1166666666666663,2.9333333333333336,3.0,4.0,2.9333333333333336,,3.8,3.1166666666666663,2.8,4.4,2.75,2.3333333333333335,,2.6,2.0,1.0,4.0,0.0,0.0,1.0,0.8,1.0,0.0,1.0,0.0,4.0,0.2,0.0,0.2,0.0,0.8,1.0,,2.25,2.375,4.0,2.0,2.375,,3.0,2.25,2.0,5.0,,1.0,,1.0,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2022,26049655332.0,100.0,52.40205307,40.00%,0.1183,0.2651,0.7794921,TITN.NS,Titan Company Ltd,Textiles & Apparel,Apparel & Accessories,Jewelry,0.0,0.0
UAA.N_2025,5.0,1.0,3.8008333333333333,3.5272727272727273,3.8,4.8,3.5272727272727273,,4.2,3.8008333333333333,3.0,4.4,2.2,3.0,5.0,3.4,2.25,2.0,5.0,0.0,0.0,0.0,1.0,3.0,1.0,3.0,0.0,2.0,0.6,0.2,0.6,0.0,0.4,3.0,1.0,4.165277777777778,3.9151515151515155,3.6666666666666665,5.0,3.9151515151515155,,4.666666666666667,4.165277777777778,3.3333333333333335,4.666666666666667,3.0,4.0,5.0,3.6666666666666665,2.5,2.0,3.0,0.0,0.0,0.0,1.0,3.0,1.0,3.0,0.0,0.0,1.0,0.3333333333333333,1.0,0.0,0.0,2025,1764697048.0,26.78571429,38.14662651,88.89%,0.0298,0.06679,0.3148346,UAA.N,Under Armour Inc,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),11.360912219999996,0.29782219974344976
