Type,Criteria,Average_Recall_NA,NA_TP,NA_FP,NA_TN,NA_FN,MAE,Krippendorff_Alpha,Mean_GT,Mean_LLM,Valid_Samples,Note
Main,Crit_A,0.5,0,0,30,0,0.5833333333333334,0.4039719694962165,3.966666666666667,4.416666666666667,30.0,
Main,Crit_B,0.5,0,0,30,0,0.5111111112444444,0.6067878584166644,3.1000000000666668,3.0333333333333328,30.0,
Main,Crit_C,0.5,0,0,30,0,0.4194444444333333,0.6936915016593952,3.845000000033333,3.8566666666666674,30.0,
Main,Crit_D,0.5,0,0,30,0,0.6,0.6024126455906822,3.3,3.6333333333333333,30.0,
Main,Crit_L,0.5,0,0,30,0,0.5666666666666667,0.7727735851042554,3.9,3.7333333333333334,30.0,
Sub,A-01,0.5,0,0,30,0,0.6,0.48703369434416366,4.033333333333333,4.566666666666666,30.0,
Sub,A-02,0.5,0,0,30,0,0.7666666666666667,0.252729044834308,3.9,4.266666666666667,30.0,
Sub,B-01,0.5,0,0,30,0,0.9,0.34391387808041507,3.2666666666666666,2.566666666666667,30.0,
Sub,B-02,0.7403846153846154,3,7,19,1,0.9473684210526315,0.11822512386105744,2.789473684210526,3.3157894736842106,19.0,
Sub,B-03,0.5,0,0,30,0,0.7666666666666667,0.4709722848694432,3.1,3.3333333333333335,30.0,
Sub,C-01,0.78125,9,0,14,7,0.6428571428571429,0.18393710067613678,4.642857142857143,4.428571428571429,14.0,
Sub,C-02,0.6481481481481481,1,1,26,2,0.5384615384615384,0.42325215325215326,4.230769230769231,4.230769230769231,26.0,
Sub,C-04,0.5,0,0,30,0,0.7333333333333333,0.3443214162835069,4.133333333333334,3.933333333333333,30.0,
Sub,C-05,0.5,0,0,30,0,0.4666666666666667,0.4505884573534963,3.466666666666667,3.466666666666667,30.0,
Sub,C-06,0.5,0,0,30,0,0.43333333333333335,0.6856499093490951,3.4,3.6333333333333333,30.0,
Sub,D-01,0.5,0,0,30,0,0.6,0.6024126455906822,3.3,3.6333333333333333,30.0,
Sub,L-01,0.5,0,0,30,0,0.5666666666666667,0.7727735851042554,3.9,3.7333333333333334,30.0,
,SUBCRITERIA_GLOBAL_METRICS,,13,8,329,10,0.6565349544072948,0.5670473123640705,3.6565349544072947,3.735562310030395,,MAEm: 0.6635 | Global Avg Recall N/A: 0.7707 | Global Alpha: 0.5670
