Type,Criteria,Average_Recall_NA,NA_TP,NA_FP,NA_TN,NA_FN,MAE,Krippendorff_Alpha,Mean_GT,Mean_LLM,Valid_Samples,Note
Main,Crit_A,0.5,0,0,30,0,0.45,0.5320959973426342,3.966666666666667,4.216666666666667,30.0,
Main,Crit_B,0.5,0,0,30,0,0.5166666668000001,0.7441451804468385,3.1000000000666668,2.872222222222222,30.0,
Main,Crit_C,0.5,0,0,30,0,0.36722222221111106,0.6565177689569706,3.845000000033333,3.7577777777777777,30.0,
Main,Crit_D,0.5,0,0,30,0,0.7333333333333333,0.4598191959992306,3.3,3.9,30.0,
Main,Crit_L,0.5,0,0,30,0,0.5,0.8085251411810144,3.9,3.6666666666666665,30.0,
Sub,A-01,0.5,0,0,30,0,0.6,0.4411324888084579,4.033333333333333,4.233333333333333,30.0,
Sub,A-02,0.5,0,0,30,0,0.7,0.2671984615549897,3.9,4.2,30.0,
Sub,B-01,0.5,0,0,30,0,1.0,0.32527194656488556,3.2666666666666666,2.466666666666667,30.0,
Sub,B-02,0.6826923076923077,3,10,16,1,0.75,0.12562269372693724,2.625,2.875,16.0,
Sub,B-03,0.5,0,0,30,0,0.7,0.6186357813406994,3.1,3.2666666666666666,30.0,
Sub,C-01,0.8348214285714286,13,2,12,3,0.4166666666666667,0.39146160856687173,4.583333333333333,4.666666666666667,12.0,
Sub,C-02,0.8148148148148148,2,1,26,1,0.6153846153846154,0.4279182356105433,4.230769230769231,4.076923076923077,26.0,
Sub,C-04,0.5,0,0,30,0,0.8,0.24249318658280927,4.133333333333334,3.933333333333333,30.0,
Sub,C-05,0.5,0,0,30,0,0.6333333333333333,0.21220083360754627,3.466666666666667,3.3,30.0,
Sub,C-06,0.5,0,0,30,0,0.5666666666666667,0.48068961766465435,3.4,3.566666666666667,30.0,
Sub,D-01,0.5,0,0,30,0,0.7333333333333333,0.4598191959992306,3.3,3.9,30.0,
Sub,L-01,0.5,0,0,30,0,0.5,0.8085251411810144,3.9,3.6666666666666665,30.0,
,SUBCRITERIA_GLOBAL_METRICS,,18,13,324,5,0.6790123456790124,0.5572204895119295,3.6481481481481484,3.654320987654321,,MAEm: 0.6679 | Global Avg Recall N/A: 0.8720 | Global Alpha: 0.5572
