Type,Criteria,Average_Recall_NA,NA_TP,NA_FP,NA_TN,NA_FN,MAE,Krippendorff_Alpha,Mean_GT,Mean_LLM,Valid_Samples,Note
Main,Crit_A,0.5,0,0,30,0,0.5666666666666667,0.33667059980334324,3.966666666666667,4.166666666666667,30.0,
Main,Crit_B,0.5,0,0,30,0,0.47222222228888894,0.7371320581834842,3.1000000000666668,2.927777777777777,30.0,
Main,Crit_C,0.5,0,0,30,0,0.41000000001111103,0.6354484941581716,3.845000000033333,3.7161111111111107,30.0,
Main,Crit_D,0.5,0,0,30,0,0.7333333333333333,0.49911078995172564,3.3,3.7666666666666666,30.0,
Main,Crit_L,0.5,0,0,30,0,0.6,0.7833763837638377,3.9,3.5,30.0,
Sub,A-01,0.5,0,0,30,0,0.6666666666666666,0.38332110010120213,4.033333333333333,4.1,30.0,
Sub,A-02,0.5,0,0,30,0,0.8666666666666667,0.05346094292274006,3.9,4.233333333333333,30.0,
Sub,B-01,0.5,0,0,30,0,0.8666666666666667,0.40782197265117237,3.2666666666666666,2.6666666666666665,30.0,
Sub,B-02,0.40384615384615385,0,5,21,4,0.8571428571428571,0.023809523809523947,2.8095238095238093,3.1904761904761907,21.0,
Sub,B-03,0.5,0,0,30,0,0.8,0.48757244576916703,3.1,3.033333333333333,30.0,
Sub,C-01,0.7142857142857143,8,1,13,8,0.9230769230769231,-0.153013653013653,4.615384615384615,4.153846153846154,13.0,
Sub,C-02,0.7962962962962963,2,2,25,1,0.72,0.3473397435897435,4.28,3.96,25.0,
Sub,C-04,0.5,0,0,30,0,0.9,0.13303267060492496,4.133333333333334,4.033333333333333,30.0,
Sub,C-05,0.5,0,0,30,0,0.5333333333333333,0.5127465111708054,3.466666666666667,3.4,30.0,
Sub,C-06,0.5,0,0,30,0,0.5333333333333333,0.5335348468283062,3.4,3.4,30.0,
Sub,D-01,0.5,0,0,30,0,0.7333333333333333,0.49911078995172564,3.3,3.7666666666666666,30.0,
Sub,L-01,0.5,0,0,30,0,0.6,0.7833763837638377,3.9,3.5,30.0,
,SUBCRITERIA_GLOBAL_METRICS,,10,8,329,13,0.7386018237082067,0.5024247427272786,3.650455927051672,3.5987841945288754,,MAEm: 0.7500 | Global Avg Recall N/A: 0.7055 | Global Alpha: 0.5024
