Type,Criteria,Average_Recall_NA,NA_TP,NA_FP,NA_TN,NA_FN,MAE,Krippendorff_Alpha,Mean_GT,Mean_LLM,Valid_Samples,Note
Main,Crit_A,0.5,0,0,30,0,0.5833333333333334,0.4039719694962165,3.966666666666667,4.416666666666667,30.0,
Main,Crit_B,0.5,0,0,30,0,0.5166666668000001,0.6071734685302932,3.1000000000666668,3.0277777777777777,30.0,
Main,Crit_C,0.5,0,0,30,0,0.39611111109999997,0.721331657121572,3.845000000033333,3.77,30.0,
Main,Crit_D,0.5,0,0,30,0,0.6,0.6024126455906822,3.3,3.6333333333333333,30.0,
Main,Crit_L,0.5,0,0,30,0,0.5666666666666667,0.7727735851042554,3.9,3.7333333333333334,30.0,
Sub,A-01,0.5,0,0,30,0,0.6,0.48703369434416366,4.033333333333333,4.566666666666666,30.0,
Sub,A-02,0.5,0,0,30,0,0.7666666666666667,0.252729044834308,3.9,4.266666666666667,30.0,
Sub,B-01,0.5,0,0,30,0,0.9,0.34391387808041507,3.2666666666666666,2.566666666666667,30.0,
Sub,B-02,0.7211538461538461,3,8,18,1,1.0,0.1183321686466341,2.7777777777777777,3.3333333333333335,18.0,
Sub,B-03,0.5,0,0,30,0,0.7666666666666667,0.4709722848694432,3.1,3.3333333333333335,30.0,
Sub,C-01,0.8392857142857143,12,1,13,4,0.6923076923076923,0.15076525541641828,4.615384615384615,4.384615384615385,13.0,
Sub,C-02,0.6481481481481481,1,1,26,2,0.46153846153846156,0.5743720565149136,4.230769230769231,4.0,26.0,
Sub,C-04,0.5,0,0,30,0,0.7333333333333333,0.3443214162835069,4.133333333333334,3.933333333333333,30.0,
Sub,C-05,0.5,0,0,30,0,0.4666666666666667,0.4505884573534963,3.466666666666667,3.466666666666667,30.0,
Sub,C-06,0.5,0,0,30,0,0.43333333333333335,0.6856499093490951,3.4,3.6333333333333333,30.0,
Sub,D-01,0.5,0,0,30,0,0.6,0.6024126455906822,3.3,3.6333333333333333,30.0,
Sub,L-01,0.5,0,0,30,0,0.5666666666666667,0.7727735851042554,3.9,3.7333333333333334,30.0,
,SUBCRITERIA_GLOBAL_METRICS,,16,10,327,7,0.654434250764526,0.5678914131370406,3.654434250764526,3.7155963302752295,,MAEm: 0.6656 | Global Avg Recall N/A: 0.8330 | Global Alpha: 0.5679
