Type,Criteria,Average_Recall_NA,NA_TP,NA_FP,NA_TN,NA_FN,MAE,Krippendorff_Alpha,Mean_GT,Mean_LLM,Valid_Samples,Note
Main,Crit_A,0.5,0,0,30,0,0.6833333333333333,0.2594781667056896,3.966666666666667,4.216666666666667,30.0,
Main,Crit_B,0.5,0,0,30,0,0.6666666667333332,0.283151413788719,3.1000000000666668,3.355555555555555,30.0,
Main,Crit_C,0.5,0,0,30,0,0.5127777777444443,0.21796812823609824,3.845000000033333,4.154444444444445,30.0,
Main,Crit_D,0.5,0,0,30,0,1.4333333333333333,-0.2640920875586623,3.3,4.666666666666667,30.0,
Main,Crit_L,0.5,0,0,30,0,0.5,0.7997992553019265,3.9,3.933333333333333,30.0,
Sub,A-01,0.5,0,0,30,0,0.8333333333333334,0.05393058621535429,4.033333333333333,4.6,30.0,
Sub,A-02,0.5,0,0,30,0,0.7333333333333333,0.4088589431655124,3.9,3.8333333333333335,30.0,
Sub,B-01,0.5,0,0,30,0,0.8,0.2886854164480357,3.2666666666666666,3.2666666666666666,30.0,
Sub,B-02,0.9230769230769231,4,4,22,0,0.9545454545454546,-0.11924017540900667,2.6818181818181817,3.272727272727273,22.0,
Sub,B-03,0.5,0,0,30,0,1.0333333333333334,0.1013846153846153,3.1,3.4,30.0,
Sub,C-01,0.84375,11,0,14,5,1.3571428571428572,-0.4471052631578949,4.642857142857143,3.857142857142857,14.0,
Sub,C-02,0.6481481481481481,1,1,26,2,0.6923076923076923,0.32237762237762235,4.3076923076923075,4.076923076923077,26.0,
Sub,C-04,0.5,0,0,30,0,0.8,-0.0071032555663976815,4.133333333333334,4.866666666666666,30.0,
Sub,C-05,0.5,0,0,30,0,1.2666666666666666,-0.11856656058121962,3.466666666666667,3.7333333333333334,30.0,
Sub,C-06,0.5,0,0,30,0,1.0666666666666667,0.044403279369032767,3.4,4.133333333333334,30.0,
Sub,D-01,0.5,0,0,30,0,1.4333333333333333,-0.2640920875586623,3.3,4.666666666666667,30.0,
Sub,L-01,0.5,0,0,30,0,0.5,0.7997992553019265,3.9,3.933333333333333,30.0,
,SUBCRITERIA_GLOBAL_METRICS,,16,5,332,7,0.9397590361445783,0.2824871800390423,3.647590361445783,3.9909638554216866,,MAEm: 0.9559 | Global Avg Recall N/A: 0.8404 | Global Alpha: 0.2825
