Type,Criteria,Average_Recall_NA,NA_TP,NA_FP,NA_TN,NA_FN,MAE,Krippendorff_Alpha,Mean_GT,Mean_LLM,Valid_Samples,Note
Main,Crit_A,0.5,0,0,30,0,0.5666666666666667,0.5083910813561977,3.966666666666667,3.8333333333333335,30.0,
Main,Crit_B,0.5,0,0,30,0,0.5666666666888889,0.39120239846367566,3.1000000000666668,3.255555555555555,30.0,
Main,Crit_C,0.5,0,0,30,0,0.5416666666555555,0.39277919481271795,3.845000000033333,4.028888888888889,30.0,
Main,Crit_D,0.5,0,0,30,0,1.3666666666666667,-0.20505124450951673,3.3,4.6,30.0,
Main,Crit_L,0.5,0,0,30,0,0.5666666666666667,0.7275306888723924,3.9,3.8666666666666667,30.0,
Sub,A-01,0.5,0,0,30,0,0.6,0.5167320261437909,4.033333333333333,4.233333333333333,30.0,
Sub,A-02,0.5,0,0,30,0,0.9333333333333333,0.17597495995554246,3.9,3.433333333333333,30.0,
Sub,B-01,0.5,0,0,30,0,0.6666666666666666,0.4634573199809251,3.2666666666666666,3.3333333333333335,30.0,
Sub,B-02,0.5865384615384616,1,2,24,3,0.75,0.07869978111981923,2.7083333333333335,3.2083333333333335,24.0,
Sub,B-03,0.5,0,0,30,0,0.9,0.12774491907022023,3.1,3.066666666666667,30.0,
Sub,C-01,0.8125,10,0,14,6,1.0714285714285714,-0.1234805194805193,4.642857142857143,4.0,14.0,
Sub,C-02,0.6666666666666666,1,0,27,2,0.5185185185185185,0.5631538140394824,4.2592592592592595,4.037037037037037,27.0,
Sub,C-04,0.5,0,0,30,0,0.8,0.044106825416511675,4.133333333333334,4.733333333333333,30.0,
Sub,C-05,0.5,0,0,30,0,0.7333333333333333,0.2053847932928592,3.466666666666667,3.3333333333333335,30.0,
Sub,C-06,0.5,0,0,30,0,1.2,-0.04839737582005599,3.4,4.066666666666666,30.0,
Sub,D-01,0.5,0,0,30,0,1.3666666666666667,-0.20505124450951673,3.3,4.6,30.0,
Sub,L-01,0.5,0,0,30,0,0.5666666666666667,0.7275306888723924,3.9,3.8666666666666667,30.0,
,SUBCRITERIA_GLOBAL_METRICS,,12,2,335,11,0.835820895522388,0.36867509323015846,3.6417910447761193,3.8268656716417913,,MAEm: 0.8422 | Global Avg Recall N/A: 0.7579 | Global Alpha: 0.3687
