Type,Criteria,Average_Recall_NA,NA_TP,NA_FP,NA_TN,NA_FN,MAE,Krippendorff_Alpha,Mean_GT,Mean_LLM,Valid_Samples,Note
Main,Crit_A,0.5,0,0,30,0,0.5666666666666667,0.5284114122962089,3.966666666666667,3.9,30.0,
Main,Crit_B,0.5,0,0,30,0,0.6777777778,0.2693939030004604,3.1000000000666668,3.4333333333333327,30.0,
Main,Crit_C,0.5,0,0,30,0,0.5572222221888888,0.24809117448910845,3.845000000033333,4.192222222222222,30.0,
Main,Crit_D,0.5,0,0,30,0,1.5666666666666667,-0.39317930131883627,3.3,4.8,30.0,
Main,Crit_L,0.5,0,0,30,0,0.5666666666666667,0.7275306888723924,3.9,3.8666666666666667,30.0,
Sub,A-01,0.5,0,0,30,0,0.6,0.45226159957504786,4.033333333333333,4.433333333333334,30.0,
Sub,A-02,0.5,0,0,30,0,0.8666666666666667,0.1947629438603451,3.9,3.3666666666666667,30.0,
Sub,B-01,0.5,0,0,30,0,0.8666666666666667,0.20289994502473885,3.2666666666666666,3.466666666666667,30.0,
Sub,B-02,0.6153846153846154,2,7,19,2,0.7368421052631579,0.00055375945666436,2.789473684210526,3.0,19.0,
Sub,B-03,0.5,0,0,30,0,0.9,0.38252427705349,3.1,3.533333333333333,30.0,
Sub,C-01,0.8125,10,0,14,6,1.2142857142857142,-0.2478195488721806,4.642857142857143,3.857142857142857,14.0,
Sub,C-02,0.6481481481481481,1,1,26,2,0.6923076923076923,0.37345346960731574,4.3076923076923075,4.0,26.0,
Sub,C-04,0.5,0,0,30,0,0.8,-0.03828764895472969,4.133333333333334,4.866666666666666,30.0,
Sub,C-05,0.5,0,0,30,0,1.1666666666666667,-0.008869581821653538,3.466666666666667,3.7666666666666666,30.0,
Sub,C-06,0.5,0,0,30,0,1.1,0.00041196294917922316,3.4,4.433333333333334,30.0,
Sub,D-01,0.5,0,0,30,0,1.5666666666666667,-0.39317930131883627,3.3,4.8,30.0,
Sub,L-01,0.5,0,0,30,0,0.5666666666666667,0.7275306888723924,3.9,3.8666666666666667,30.0,
,SUBCRITERIA_GLOBAL_METRICS,,13,8,329,10,0.9179331306990881,0.2990965788304977,3.662613981762918,3.9848024316109423,,MAEm: 0.9231 | Global Avg Recall N/A: 0.7707 | Global Alpha: 0.2991
