Type,Criteria,Average_Recall_NA,NA_TP,NA_FP,NA_TN,NA_FN,MAE,Krippendorff_Alpha,Mean_GT,Mean_LLM,Valid_Samples,Note
Main,Crit_A,0.5,0,0,30,0,0.7,0.12119308101714954,3.966666666666667,4.133333333333334,30.0,
Main,Crit_B,0.5,0,0,30,0,0.47777777786666664,0.5683275798122736,3.1000000000666668,3.0555555555555554,30.0,
Main,Crit_C,0.5,0,0,30,0,0.49500000001111105,0.4666377549592905,3.845000000033333,3.5811111111111114,30.0,
Main,Crit_D,0.5,0,0,30,0,0.8333333333333334,0.2787459105779717,3.3,3.8666666666666667,30.0,
Main,Crit_L,0.5,0,0,30,0,0.5333333333333333,0.80148871867021,3.9,3.7666666666666666,30.0,
Sub,A-01,0.5,0,0,30,0,0.8333333333333334,0.10563538466620426,4.033333333333333,4.333333333333333,30.0,
Sub,A-02,0.5,0,0,30,0,0.9,-0.20494533690316818,3.9,3.933333333333333,30.0,
Sub,B-01,0.5,0,0,30,0,0.7666666666666667,0.2555183333333333,3.2666666666666666,2.9,30.0,
Sub,B-02,0.7115384615384616,2,2,24,2,0.6666666666666666,0.18041359076282415,2.7083333333333335,3.0416666666666665,24.0,
Sub,B-03,0.5,0,0,30,0,0.8,0.506349612589827,3.1,3.1666666666666665,30.0,
Sub,C-01,0.7678571428571428,12,3,11,4,0.7272727272727273,0.19924242424242433,4.545454545454546,4.181818181818182,11.0,
Sub,C-02,0.8148148148148148,2,1,26,1,0.6923076923076923,0.33603479853479856,4.3076923076923075,4.0,26.0,
Sub,C-04,0.5,0,0,30,0,0.8666666666666667,0.19774123503866126,4.133333333333334,3.933333333333333,30.0,
Sub,C-05,0.5,0,0,30,0,0.7333333333333333,0.22239782775186245,3.466666666666667,3.0,30.0,
Sub,C-06,0.5,0,0,30,0,0.6333333333333333,0.35672029172029185,3.4,3.3,30.0,
Sub,D-01,0.5,0,0,30,0,0.8333333333333334,0.2787459105779717,3.3,3.8666666666666667,30.0,
Sub,L-01,0.5,0,0,30,0,0.5333333333333333,0.80148871867021,3.9,3.7666666666666666,30.0,
,SUBCRITERIA_GLOBAL_METRICS,,16,6,331,7,0.7522658610271903,0.46294476452940936,3.6314199395770395,3.59214501510574,,MAEm: 0.7489 | Global Avg Recall N/A: 0.8389 | Global Alpha: 0.4629
