Identifier (RIC),Company Name,TRBC Industry Group Name,TRBC Industry Name,TRBC Activity Name,Region of Headquarters,Year,CSR Strategy Score,Community Score,Company Market Cap (EUR),ESG Controversies Score,ESG Score,Emissions Score,Innovation Score,Environmental Pillar Score,Governance Pillar Score,Human Rights Score,Independent Board Members,Management Score,Product Responsibility Score,Resource Use Score,Shareholders Score,Social Pillar Score,Total Debt Percentage of Total Equity,Workforce Score
SHZT.PSX,Shahzad Textile Mills Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,0.3394784,
SIDH.NS,Siddhi Cotspin Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,0.8447524,
SIGO.NS,Signoria Creation Ltd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Asia,2025,,,,,,,,,,,,,,,,,0.6940791,
SIHO.BO,Sihora Industries Ltd,Textiles & Apparel,Textiles & Leather Goods,Natural Fabrics,Asia,2025,,,,,,,,,,,,,,,,,0.9771116,
SILG.NS,Silgo Retail Ltd,Textiles & Apparel,Apparel & Accessories,Jewelry,Asia,2025,,,,,,,,,,,,,,,,,0,
SILY.NS,Silky Overseas Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,0.7905684,
SIMX.BO,Simplex Mills Company Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,,
SING.NS,Shringar House of Mangalsutra Ltd,Textiles & Apparel,Apparel & Accessories,Jewelry,Asia,2025,,,,,,,,,,,,,,,,,0.6129652,
SITX.TN,Sitex SA,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Africa,2025,,,,,,,,,,,,,,,,,0.4866626,
SIYR.NS,Siyaram Silk Mills Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,100,40.78749476,,,,,,,,,,,,0.2037406,
SJCO.BO,Sj Corporation Ltd,Textiles & Apparel,Apparel & Accessories,Jewelry,Asia,2025,,,,,,,,,,,,,,,,,0,
SKBL.BO,Shukra Bullions Ltd,Textiles & Apparel,Apparel & Accessories,Jewelry,Asia,2025,,,,,,,,,,,,,,,,,0,
SKIN.BO,SK International Export Ltd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Asia,2025,,,,,,,,,,,,,,,,,0.0064696,
SKST.NS,S K S Textiles Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,1.1261317,
SKTAS.IS,Soktas Tekstil Sanayi ve Ticaret AS,Textiles & Apparel,Textiles & Leather Goods,Natural Fabrics,Asia,2025,,,"37,566,178.42",,,,,,,,,,,,,,0.3267429,
SKTR.DH,SK Trims & Industries Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,0.2312292,
SKYC.BO,Skybiotech Healthcare Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,0.6830942,
SKYG.NS,Sky Gold and Diamonds Ltd,Textiles & Apparel,Apparel & Accessories,Jewelry,Asia,2025,,,,,,,,,,,,,,,,,0.9217711,
SKYI.BO,Sky Industries Ltd,Textiles & Apparel,Textiles & Leather Goods,Synthetic Fabrics,Asia,2025,,,,,,,,,,,,,,,,,0.2604914,
SLCM.NS,Surya Lakshmi Cotton Mills Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,1.0501681,
SLST.BO,Sri Lakshmi Saraswathi Textiles (Arni) Ltd,Textiles & Apparel,Textiles & Leather Goods,Yarn Goods,Asia,2025,,,,,,,,,,,,,,,,,,
SMGO.BO,S M Gold Ltd,Textiles & Apparel,Apparel & Accessories,Jewelry,Asia,2025,,,,,,,,,,,,,,,,,0.7195637,
SMLT.DH,Samata Leather Complex Ltd,Textiles & Apparel,Textiles & Leather Goods,Leather Goods,Asia,2025,,,,,,,,,,,,,,,,,,
SNAT.NS,Sanathan Textiles Ltd,Textiles & Apparel,Textiles & Leather Goods,Yarn Goods,Asia,2025,,,,,,,,,,,,,,,,,0.5999768,
SNCM.BO,Sri Nachammai Cotton Mills Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,2.8324478,
SNCRISC1.LM,Textil San Cristobal SA en liquidacion,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Americas,2025,,,,,,,,,,,,,,,,,11.7028174,
SNPAM.IS,Sonmez Pamuklu Sanayii AS,Textiles & Apparel,Textiles & Leather Goods,Yarn Goods,Asia,2025,,,"188,179,791.71",,,,,,,,,,,,,,0,
SNTG.NS,Shanti Gold International Ltd,Textiles & Apparel,Apparel & Accessories,Jewelry,Asia,2025,,,,,,,,,,,,,,,,,1.5973893,
SNTS.BO,Santosh Fine Fab Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,1.0419413,
SNW.WA,Sanwil Holding SA,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Europe,2025,,,"4,937,494.66",,,,,,,,,,,,,,0.0341186,
SOMA.NS,Soma Textiles & Industries Ltd,Textiles & Apparel,Textiles & Leather Goods,Yarn Goods,Asia,2025,,,,,,,,,,,,,,,,,0.0184311,
SONO.TA,Sonovia Ltd,Textiles & Apparel,Textiles & Leather Goods,Fabric Dyeing & Finishing,Asia,2025,,,"2,238,643.19",,,,,,,,,,,,,,0,
SORA.OQ,AsiaStrategy,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Asia,2025,,,,,,,,,,,,,,,,,3.7705397,
SOUR.BO,Source Industries (India) Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,0.0465116,
SOVN.BO,Sovereign Diamonds Ltd,Textiles & Apparel,Apparel & Accessories,Jewelry,Asia,2025,,,,,,,,,,,,,,,,,0.5216107,
SPAP.NS,S.P.Apparels Ltd,Textiles & Apparel,Apparel & Accessories,Children's & Infants' Clothing,Asia,2025,,,,,,,,,,,,,,,,,0.4517968,
SPB.HNO,Phu Bai Spinning Mill JSC,Textiles & Apparel,Textiles & Leather Goods,Yarn Goods,Asia,2025,,,"6,804,360.93",,,,,,,,,,,,,,2.3436515,
SPIL.BO,Spenta International Ltd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Asia,2025,,,,,,,,,,,,,,,,,0.7677915,
SPIN.CA,Alexandria Spinning & Weaving Co,Textiles & Apparel,Textiles & Leather Goods,Yarn Goods,Africa,2025,,,,,,,,,,,,,,,,,0.4766766,
SPND.NS,SPL Industries Ltd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Asia,2025,,,,,,,,,,,,,,,,,0,
SPNTC.TA,NR Spuntech Industries Ltd,Textiles & Apparel,Textiles & Leather Goods,Synthetic Fabrics,Asia,2025,,,"62,175,127.35",,,,,,,,,,,,,,0.6888151,
SPOT.NS,Sportking India Ltd,Textiles & Apparel,Textiles & Leather Goods,Yarn Goods,Asia,2025,,,,,,,,,,,,,,,,,0.5821679,
SPRH.NS,Super House Ltd,Textiles & Apparel,Textiles & Leather Goods,Leather Goods,Asia,2025,,,,,,,,,,,,,,,,,0.440035,
SPRT.BO,Supra Trends Ltd,Textiles & Apparel,Footwear,Footwear Wholesale,Asia,2025,,,,,,,,,,,,,,,,,0.6610023,
SPUN.NS,Spunweb Nonwoven Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,2.0235208,
SQTX.DH,Square Textiles PLC,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,1.3327205,
SRBH.BO,Surbhi Industries Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,0.8422435,
SREE.NS,Sreeleathers Ltd,Textiles & Apparel,Footwear,Footwear (NEC),Asia,2025,,,,,,,,,,,,,,,,,0.0055421,
SRER.NS,Shree Karni Fabcom Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,1.0879033,
SREW.NS,Shree Ram Twistex Ltd,Textiles & Apparel,Textiles & Leather Goods,Yarn Goods,Asia,2025,,,,,,,,,,,,,,,,,1.0036812,
SRIL.JK,Sri Rejeki Isman Tbk PT,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,,
SRIX.NS,Shri Techtex Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,0.1138444,
SRMI.BO,Sri Ramakrishna Mills (Coimbatore) Ltd,Textiles & Apparel,Textiles & Leather Goods,Yarn Goods,Asia,2025,,,,,,,,,,,,,,,,,1.7526964,
SSF.HNO,G Saigon Education JSC,Textiles & Apparel,Footwear,Footwear (NEC),Asia,2025,,,,,,,,,,,,,,,,,,
SSOK.PK,Sunstock Inc,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Americas,2025,,,,,,,,,,,,,,,,,0.1282082,
SSTM.JK,Sunson Textile Manufacturer Tbk PT,Textiles & Apparel,Textiles & Leather Goods,Yarn Goods,Asia,2025,,,,,,,,,,,,,,,,,0,
STAP.BO,StarlinePS Enterprises Ltd,Textiles & Apparel,Apparel & Accessories,Jewelry,Asia,2025,,,,,,,,,,,,,,,,,0,
STDI.NS,Standard Industries Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods Wholesale,Asia,2025,,,,,,,,,,,,,,,,,0.1056497,
STK.HM,Century Synthetic Fiber Corp,Textiles & Apparel,Textiles & Leather Goods,Yarn Goods,Asia,2025,,,"70,553,083.05",,,,,,,,,,,,,,0.966459,
STLG.NS,STL Global Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,0.5650237,
STYL.PSX,Stylers International Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,0.0013985,
SUDI.BO,Suditi Industries Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,0.5069083,
SUEY.BO,Sueryaa Knitwear Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,0,
SUHA.PSX,Suhail Jute Mills Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,0.6998736,
SUNK.BO,Sunrakshakk Industries India Ltd,Textiles & Apparel,Textiles & Leather Goods,Fabric Dyeing & Finishing,Asia,2025,,,,,,,,,,,,,,,,,0.8243157,
SUNL.BO,Sunil Industries Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,1.1159927,
SUNT.PSX,Sunrays Textile Mills Ltd,Textiles & Apparel,Textiles & Leather Goods,Yarn Goods,Asia,2025,,,,,,,,,,,,,,,,,0.9122061,
SUNTK.IS,Sun Tekstil Sanayi Ve Ticaret AS,Textiles & Apparel,Apparel & Accessories,Women's Clothing,Asia,2025,73.9,73.48,"572,971,247.60",100,81.09063344,99.69,80,87.89,63.59,86.54,28.57,62.32,99.05,87.35,60.92,87.78,0.2639007,88.11
SUPM.NS,Supreme (India) Impex Ltd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Asia,2025,,,,,,,,,,,,,,,,,3.2100619,
SUPN.BO,Super Fine Knitters Ltd,Textiles & Apparel,Apparel & Accessories,Knitwear,Asia,2025,,,,,,,,,,,,,,,,,0.4883403,
SUPT.BO,Super Tannery Ltd,Textiles & Apparel,Textiles & Leather Goods,Leather Goods,Asia,2025,,,,,,,,,,,,,,,,,0.6665625,
SUPX.BO,Supertex Industries Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,0.7088083,
SURC.PSX,Suraj Cotton Mills Ltd,Textiles & Apparel,Textiles & Leather Goods,Yarn Goods,Asia,2025,,,,,,,,,,,,,,,,,0.3535107,
SURM.BO,Suryaamba Spinning Mills Ltd,Textiles & Apparel,Textiles & Leather Goods,Yarn Goods,Asia,2025,,,,,,,,,,,,,,,,,0.5348574,
SURS.BO,Super Sales India Ltd,Textiles & Apparel,Textiles & Leather Goods,Yarn Goods,Asia,2025,,,,,,,,,,,,,,,,,0.1529628,
SUSM.BO,Subhash Silk Mills Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,0.0505739,
SUSY.BO,Suncity Synthetics Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,,
SUTI.NS,Sutlej Textiles and Industries Ltd,Textiles & Apparel,Textiles & Leather Goods,Yarn Goods,Asia,2025,,,,,,,,,,,,,,,,,0.9799697,
SUUA.BO,Suumaya Corporation Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods Wholesale,Asia,2025,,,,,,,,,,,,,,,,,,
SUUM.NS,Suumaya Industries Ltd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Asia,2025,,,,,,,,,,,,,,,,,,
SUWEN.IS,Suwen Tekstil Sanayi Pazarlama AS,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Asia,2025,,,"108,793,238.62",,,,,,,,,,,,,,0.8044664,
SUY1V.HE,Suominen Oyj,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Europe,2025,48.72,71.65,"104,514,797.59",100,55.92146199,53.11,28.8,44.71,53.86,86.54,85.71,51.23,36.39,54.63,66.05,59.21,0.8652473,43.6
SVAM.NS,Shiva Mills Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,0.1069803,
SVAN.BO,Svarnim Trade Udyog Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods Wholesale,Asia,2025,,,,,,,,,,,,,,,,,,
SVD.HM,Vu Dang Investment & Trading JSC,Textiles & Apparel,Textiles & Leather Goods,Yarn Goods,Asia,2025,,,"3,977,753.08",,,,,,,,,,,,,,0.3009208,
SVPG.NS,SVP Global Textiles Ltd,Textiles & Apparel,Textiles & Leather Goods,Yarn Goods,Asia,2025,,,,,,,,,,,,,,,,,,
SWAD.BO,Swadeshi Industries and Leasing Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,0.0016738,
SWAM.BO,Swarnsarita Jewels India Ltd,Textiles & Apparel,Apparel & Accessories,Jewelry,Asia,2025,,,,,,,,,,,,,,,,,0.6749969,
SWAN.NS,Swan Corp Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,100,21.03180871,,,,,,,,,,,,0.3325082,
SWAU.NS,Swaraj Suiting Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,1.7435853,
SWVN.BO,Swasti Vinayaka Synthetics Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,0.2399005,
SYBL.BO,Sybly Industries Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,28.605349,
SYLT.NS,Suryalata Spinning Mills Ltd,Textiles & Apparel,Textiles & Leather Goods,Yarn Goods,Asia,2025,,,,,,,,,,,,,,,,,0.2611955,
SYMB.BO,Symbiox Investment & Trading Co Ltd,Textiles & Apparel,Apparel & Accessories,Women's Clothing,Asia,2025,,,,,,,,,,,,,,,,,0,
SYSM.BO,Suryavanshi Spinning Mills Ltd,Textiles & Apparel,Textiles & Leather Goods,Yarn Goods,Asia,2025,,,,,,,,,,,,,,,,,,
TALN.PK,Talon International Inc,Textiles & Apparel,Apparel & Accessories,Accessories,Americas,2025,,,,,,,,,,,,,,,,,0.5497216,
TAN.BK,Tanachira Retail Corporation PCL,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Asia,2025,,,"28,613,163.59",,,,,,,,,,,,,,0.4389771,
TATI.BO,Tatia Global Vennture Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,0,
TATX.PSX,Tata Textile Mills Ltd,Textiles & Apparel,Textiles & Leather Goods,Yarn Goods,Asia,2025,,,,,,,,,,,,,,,,,1.0865993,
TCM.HM,Thanh Cong Textile Garment Investment Trading JSC,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Asia,2025,,,"96,499,637.98",,,,,,,,,,,,,,0.3394992,
TDT.HN,TDT Investment and Development JSC,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Asia,2025,,,"5,184,244.68",,,,,,,,,,,,,,1.0435225,
TECE.KL,Techbase Industries Bhd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Asia,2025,16.43,13.89,"5,504,270.12",100,17.43999336,15.31,0,5.75,26.78,19.03,33.33,26.23,25.16,4.66,35.5,16.83,0.1276706,8.95
TEEJ.CM,Teejay Lanka PLC,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,0.2783212,
TEMB.NS,Tembo Global Industries Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods Wholesale,Asia,2025,,,,,,,,,,,,,,,,,1.1915575,
TET.HN,Northern Textiles And Garments JSC,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Asia,2025,,,"6,149,202.70",,,,,,,,,,,,,,,
TETE.MKE,Teteks AD Tetovo,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Europe,2025,,,"15,560,059.59",,,,,,,,,,,,,,0,
TFCO.JK,Tifico Fiber Indonesia Tbk PT,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,"122,534,350.74",,,,,,,,,,,,,,0.0068382,
TFRLF.TA,Tefron Ltd,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Asia,2025,,,"49,771,952.97",,,,,,,,,,,,,,0.1653688,
THRr.AT,Thrace Plastics Holding and Commercial SA,Textiles & Apparel,Textiles & Leather Goods,Synthetic Fabrics,Europe,2025,,,"176,715,466.08",,,,,,,,,,,,,,0.2466848,
TIAR.BO,Tierra Agrotech Ltd,Textiles & Apparel,Textiles & Leather Goods,Cotton Farming,Asia,2025,,,,,,,,,,,,,,,,,0.0059534,
TIMX.NS,Timex Group India Ltd,Textiles & Apparel,Apparel & Accessories,Watches,Asia,2025,,,,,,,,,,,,,,,,,0.4969048,
TITN.NS,Titan Company Ltd,Textiles & Apparel,Apparel & Accessories,Jewelry,Asia,2025,,,,100,51.30088475,,,,,,,,,,,,1.7874226,
TITU.BO,Titaanium Ten Enterprise Ltd,Textiles & Apparel,Textiles & Leather Goods,Yarn Goods,Asia,2025,,,,,,,,,,,,,,,,,1.1339286,
TKPR.ZA,Tekstilpromet dd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods Wholesale,Europe,2025,,,"25,427,169.74",,,,,,,,,,,,,,0.1305024,
TLF.OQ,Tandy Leather Factory Inc,Textiles & Apparel,Textiles & Leather Goods,Leather Goods,Americas,2025,,,"18,820,822.24",,,,,,,,,,,,,,0,
TMW.HNO,Tan Mai General Wood JSC,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Asia,2025,,,"3,547,713.24",,,,,,,,,,,,,,0,
TNG.HN,TNG Investment and Trading JSC,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Asia,2025,,,"72,250,674.11",,,,,,,,,,,,,,1.4266721,
TPCS.BK,Tpcs PCL,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,27.45,46.65,"28,824,510.82",100,46.76634898,48.76,28.8,41.29,48.96,47.76,41.67,40.12,48.1,48.46,92.8,47.67,0,47.87
TPG.CR,CA Telares de Palo Grande,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Americas,2025,,,,,,,,,,,,,,,,,0.0045167,
TR.BK,Thai Rayon PCL,Textiles & Apparel,Textiles & Leather Goods,Yarn Goods,Asia,2025,,,,,,,,,,,,,,,,,0.0502529,
TRDT.BO,Trident Texofab Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,0.6266599,
TRET.BO,Triveni Enterprises Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods Wholesale,Asia,2025,,,,,,,,,,,,,,,,,0,
TRIE.NS,Trident Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,100,73.80818654,,,,,,,,,,,,0.3538701,
TRIS.JK,Trisula International Tbk PT,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Asia,2025,,,"30,601,781.61",,,,,,,,,,,,,,0.338324,
TRLr.AT,Wool Industry Tria Alfa SA,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Europe,2025,,,,,,,,,,,,,,,,,0.8226856,
TRUA.PK,Triumph Apparel Corp,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Americas,2025,,,,,,,,,,,,,,,,,,
TRUE.BO,True Green Bio Energy Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,1.4974597,
TTG.HNO,Thanh Tri Garment JSC,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Asia,2025,,,"666,767.32",,,,,,,,,,,,,,0,
TTI.BK,Thai Textile Industry PCL,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,"35,224,538.51",,,,,,,,,,,,,,0.205922,
TTL.NS,T T Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,0.9899297,
TTT.BK,Toray Textiles (Thailand) PCL,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,0.0378904,
TUSA.BO,Tusaldah Ltd,Textiles & Apparel,Apparel & Accessories,Hosiery & Socks,Asia,2025,,,,,,,,,,,,,,,,,1.9428808,
TUTX.BO,Tuni Textile Mills Ltd,Textiles & Apparel,Textiles & Leather Goods,Synthetic Fabrics,Asia,2025,,,,,,,,,,,,,,,,,1.2011902,
TVT.HM,Viet Thang Corp,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,"11,083,646.66",,,,,,,,,,,,,,0.9529811,
TXRX3.SA,Textil RenauxView S/A,Textiles & Apparel,Textiles & Leather Goods,Natural Fabrics,Americas,2025,,,"2,941,336.50",,,,,,,,,,,,,,,
UAA.N,Under Armour Inc,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Americas,2025,,,,33.33333333,36.39043101,,,,,,,,,,,,0.3148346,
UDAY.BO,Uday Jewellery Industries Ltd,Textiles & Apparel,Apparel & Accessories,Jewelry,Asia,2025,,,,,,,,,,,,,,,,,0.2307687,
UFI.N,Unifi Inc,Textiles & Apparel,Textiles & Leather Goods,Yarn Goods,Americas,2025,,,,100,42.74163058,,,,,,,,,,,,0.4324591,
UHR.S,Swatch Group AG,Textiles & Apparel,Apparel & Accessories,Watches,Europe,2025,46.8,57.01,"9,571,532,015.74",38.0952381,61.74139617,97.2,80,90.65,21.67,86.54,0,22.2,96.84,96.6,3.17,74.04,0.0010641,51.52
UHZA.BO,U H Zaveri Ltd,Textiles & Apparel,Apparel & Accessories,Jewelry,Asia,2025,,,,,,,,,,,,,,,,,0.6392591,
UNI.TO,Unisync Corp,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Americas,2025,,,"20,169,604.67",,,,,,,,,,,,,,3.2751614,
UNII.BO,Uniroyal Industries Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,0.8278039,
UNIR.PK,Uniroyal Global Engineered Products Inc,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Americas,2025,,,,,,,,,,,,,,,,,3.9344948,
UNIT.JK,Nusantara Inti Corpora Tbk PT,Textiles & Apparel,Textiles & Leather Goods,Yarn Goods,Asia,2025,,,,,,,,,,,,,,,,,0.680788,
UNITEXC1.LM,Compania Universal Textil SA en liquidacion,Textiles & Apparel,Textiles & Leather Goods,Natural Fabrics,Americas,2025,,,"7,012,534.21",,,,,,,,,,,,,,,
UNTC.BO,United Cotfab Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,0.7512581,
UNTD.NS,United Polyfab Gujarat Ltd,Textiles & Apparel,Textiles & Leather Goods,Yarn Goods,Asia,2025,,,,,,,,,,,,,,,,,1.2163376,
UNTL.BO,United Leasing & Industries Ltd,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,,,,,,,,,,,,,,,,,0.7370426,
UNXC.CI,Uniwax SA,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Africa,2025,,,,,,,,,,,,,,,,,0.0210795,
UPF.BK,Union Pioneer PCL,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Asia,2025,17.25,45.73,"4,674,025.30",100,41.84364404,36.96,28.8,28.41,44.46,28.21,33.33,37.79,59.49,21.91,84.82,44.41,0.0694803,46.65
UTR1L.VL,Utenos Trikotazas AB,Textiles & Apparel,Textiles & Leather Goods,Textiles & Leather Goods (NEC),Europe,2025,,,"2,952,449.77",,,,,,,,,,,,,,22,
UTSA.NS,Utssav CZ Gold Jewels Ltd,Textiles & Apparel,Apparel & Accessories,Jewelry,Asia,2025,,,,,,,,,,,,,,,,,1.0279816,
VAIB.NS,Vaibhav Global Ltd,Textiles & Apparel,Apparel & Accessories,Jewelry,Asia,2025,,,,100,59.65914184,,,,,,,,,,,,0.1687987,
VAKKO.IS,Vakko Tekstil ve Hazir Giyim Sanayi Isletmeleri AS,Textiles & Apparel,Apparel & Accessories,Apparel & Accessories (NEC),Asia,2025,,,"181,110,610.06",,,,,,,,,,,,,,0.2071472,
VALS.BO,Valson Industries Ltd,Textiles & Apparel,Textiles & Leather Goods,Yarn Goods,Asia,2025,,,,,,,,,,,,,,,,,0.5143166,
