Primary Key,Year,Company Market Cap,Has Controversy,Has Grave Controversy (<50.0),ESG Controversies Score,ESG Score,Independent Board Members,Return on Equity - Actual,Total Debt Percentage of Total Equity,Identifier (RIC),Company Name,TRBC Industry Name,CAPxLEV,ROExLEV,CAPxROE,ROEsq,BOARDsq,CAPsq,CAPxBOARD,Propensity_Score
OXM.N_2024,2024,1194748156,0,0,100,47.33113896,0.91,0.2891,0.0522433,OXM.N,Oxford Industries Inc,Apparel & Accessories,62417586.34,0.015103538,345401691.9,0.08357881,0.8281,1.43E+18,1087220822,0.134563071
GIL.TO_2017,2017,5905886538,0,0,100,79.25064425,0.85,0.1654,0.283066,GIL.TO,Gildan Activewear Inc,Apparel & Accessories,1671755679,0.046819116,976833633.4,0.02735716,0.7225,3.49E+19,5020003557,0.134321817
OXM.N_2023,2023,1415836824,0,0,100,59.49445675,0.92,0.2184,0.2265285,OXM.N,Oxford Industries Inc,Apparel & Accessories,320727392,0.049473824,309218762.4,0.04769856,0.8464,2.00E+18,1302569878,0.133956833
ZGN.N_2024,2024,2014557092,0,0,100,36.28734056,0.91,0.16,1.1059512,ZGN.N,Ermenegildo Zegna NV,Apparel & Accessories,2228001833,0.176952192,322329134.7,0.0256,0.8281,4.06E+18,1833246954,0.13318382
DOCS.L_2021,2021,5094179407,0,0,100,33.72219845,0.5,1.0506,2.4313205,DOCS.L,Dr Martens PLC,Footwear,12385582823,2.554345317,5351944885,1.10376036,0.25,2.60E+19,2547089704,0.132834652
PNDORA.CO_2018,2018,3911970910,0,0,100,64.99754786,0.8,0.48,0.836199,PNDORA.CO,Pandora A/S,Apparel & Accessories,3271186163,0.40137552,1877746037,0.2304,0.64,1.53E+19,3129576728,0.132345262
7936.T_2022,2022,3943158086,0,0,100,69.11985766,0.63,0.06807,0.7538915,7936.T,Asics Corp,Footwear,2972713364,0.051317394,268410770.9,0.004633525,0.3969,1.55E+19,2484189594,0.131577723
MEKKO.HE_2023,2023,541040452.7,0,0,100,47.90844365,0.88,0.36259,0.6133153,MEKKO.HE,Marimekko Oyj,Apparel & Accessories,331828387.6,0.222381995,196175857.7,0.131471508,0.7744,2.93E+17,476115598.4,0.131020084
ZGN.N_2023,2023,2619191555,0,0,100,33.83285227,0.91,0.0924,1.248854,ZGN.N,Ermenegildo Zegna NV,Apparel & Accessories,3270987850,0.11539411,242013299.7,0.00853776,0.8281,6.86E+18,2383464315,0.130982737
PVH.N_2020,2020,5465983304,0,0,100,78.45712263,0.85,0.122,0.4769509,PVH.N,PVH Corp,Apparel & Accessories,2607005656,0.05818801,666849963.1,0.014884,0.7225,2.99E+19,4646085808,0.128836612
PUMG.DE_2023,2023,7619660813,0,0,100,86.18359177,0.57,0.1488,0.619072,PUMG.DE,Puma SE,Footwear,4717118659,0.092117914,1133805529,0.02214144,0.3249,5.81E+19,4343206663,0.128647905
RL.N_2022,2022,6513994983,1,0,76.47058824,78.89545102,0.8,0.2425,0.7877366,RL.N,Ralph Lauren Corp,Apparel & Accessories,5131312260,0.191026126,1579643783,0.05880625,0.64,4.24E+19,5211195986,0.128049271
PVH.N_2022,2022,4179932139,0,0,100,79.18396497,0.86,0.1455,0.4485706,PVH.N,PVH Corp,Apparel & Accessories,1874994668,0.065267022,608180126.2,0.02117025,0.7396,1.75E+19,3594741640,0.127830196
CROX.OQ_2019,2019,2563749285,0,0,100,32.76024615,0.78,-0.4118,0.7983607,CROX.OQ,Crocs Inc,Footwear,2046796674,-0.328764936,-1055751956,0.16957924,0.6084,6.57E+18,1999724442,0.127349207
RL.N_2023,2023,8445213406,0,0,100,77.72680691,0.77,0.23179,0.6065007,RL.N,Ralph Lauren Corp,Apparel & Accessories,5122027842,0.140580797,1957516015,0.053726604,0.5929,7.13E+19,6502814323,0.126803533
OXM.N_2017,2017,1055090681,0,0,100,24.99548458,0.91,0.1545,0.2432909,OXM.N,Oxford Industries Inc,Apparel & Accessories,256693961.4,0.037588444,163011510.2,0.02387025,0.8281,1.11E+18,960132519.7,0.125907069
1910.HK_2023,2023,4331819693,0,0,100,50.1287423,0.8,0.3439,2.2114672,1910.HK,Samsonite Group SA,Apparel & Accessories,9579677167,0.76052357,1489712792,0.11826721,0.64,1.88E+19,3465455754,0.125754541
NEWAb.ST_2023,2023,855321502.8,0,0,100,50.0910845,0.88,0.25,0.4666836,NEWAb.ST,New Wave Group AB,Apparel & Accessories,399164518.1,0.1166709,213830375.7,0.0625,0.7744,7.32E+17,752682922.5,0.125451178
HRMS.PA_2019,2019,70330342274,0,0,100,61.02080556,0.31,0.2665,0.2129797,HRMS.PA,Hermes International SCA,Apparel & Accessories,14978935198,0.05675909,18743036216,0.07102225,0.0961,4.95E+21,21802406105,0.125252227
OXM.N_2018,2018,1050162881,0,0,100,28.79901671,0.91,0.1519,0.1065762,OXM.N,Oxford Industries Inc,Apparel & Accessories,111922369.2,0.016188925,159519741.6,0.02307361,0.8281,1.10E+18,955648221.7,0.125174131
PNDORA.CO_2019,2019,3879667526,0,0,100,75.15861172,0.78,0.4265,1.0389469,PNDORA.CO,Pandora A/S,Apparel & Accessories,4030768549,0.443110853,1654678200,0.18190225,0.6084,1.51E+19,3026140670,0.124202518
OXM.N_2025,2025,433213350.1,0,0,100,39.92217169,0.91,0.17879,0.0499631,OXM.N,Oxford Industries Inc,Apparel & Accessories,21644681.93,0.008932903,77454214.86,0.031965864,0.8281,1.88E+17,394224148.6,0.123816968
OXM.N_2019,2019,1146437244,0,0,100,33.50754487,0.9,0.1603,0.0271618,OXM.N,Oxford Industries Inc,Apparel & Accessories,31139299.13,0.004354037,183773890.2,0.02569609,0.81,1.31E+18,1031793520,0.123759314
2331.HK_2021,2021,25199157788,0,0,100,43.15965202,0.57,0.21489,0.1207834,2331.HK,Li Ning Co Ltd,Apparel & Accessories,3043639955,0.025955145,5415047017,0.046177712,0.3249,6.35E+20,14363519939,0.123750767
NEWAb.ST_2022,2022,864178789,0,0,100,55.24718037,0.89,0.18079,0.3057842,NEWAb.ST,New Wave Group AB,Apparel & Accessories,264252219.7,0.055282726,156234883.3,0.032685024,0.7921,7.47E+17,769119122.2,0.122780464
BOSSn.DE_2019,2019,3045504000,0,0,100,85.61184457,0.83,0.2491,0.1767971,BOSSn.DE,Hugo Boss AG,Apparel & Accessories,538436275.2,0.044040158,758635046.4,0.06205081,0.6889,9.28E+18,2527768320,0.122668573
DOCS.L_2022,2022,2155722882,0,0,100,40.04860587,0.5,0.7567,1.1998781,DOCS.L,Dr Martens PLC,Footwear,2586604676,0.907947758,1631235505,0.57259489,0.25,4.65E+18,1077861441,0.122311065
CFR.S_2017,2017,39436777467,0,0,100,59.0911135,0.5,0.0792,0.1378067,CFR.S,Compagnie Financiere Richemont SA,Apparel & Accessories,5434652161,0.010914291,3123392775,0.00627264,0.25,1.56E+21,19718388734,0.12222979
GIL.TO_2018,2018,5514599811,0,0,100,82.63961227,0.8,0.1855,0.3071111,GIL.TO,Gildan Activewear Inc,Apparel & Accessories,1693594814,0.056969109,1022958265,0.03441025,0.64,3.04E+19,4411679849,0.121287363
PVH.N_2021,2021,6565003541,1,0,66.66666667,82.50130548,0.85,-0.0265,0.7542862,PVH.N,PVH Corp,Apparel & Accessories,4951891574,-0.019988584,-173972593.8,0.00070225,0.7225,4.31E+19,5580253010,0.120714059
MEKKO.HE_2024,2024,492667940.4,0,0,100,43.03739656,0.83,0.3896,0.5005933,MEKKO.HE,Marimekko Oyj,Apparel & Accessories,246626270.1,0.19503115,191943429.6,0.15178816,0.6889,2.43E+17,408914390.5,0.120581716
RL.N_2020,2020,6209609186,0,0,100,69.89726232,0.79,0.16929,0.5087817,RL.N,Ralph Lauren Corp,Apparel & Accessories,3159335518,0.086131654,1051224739,0.028659104,0.6241,3.86E+19,4905591257,0.119902025
UAA.N_2025,2025,1764697048,1,1,26.78571429,38.14662651,0.89,0.06679,0.3148346,UAA.N,Under Armour Inc,Apparel & Accessories,555587689.2,0.021027803,117864115.8,0.004460904,0.7921,3.11E+18,1570580373,0.11900884
BOSSn.DE_2020,2020,1921216000,0,0,100,87.28147315,0.83,0.2069,1.1714281,BOSSn.DE,Hugo Boss AG,Apparel & Accessories,2250566409,0.242368474,397499590.4,0.04280761,0.6889,3.69E+18,1594609280,0.117968649
KTB.N_2022,2022,2072565452,0,0,100,66.34207381,0.88,2.1728,5.3434365,KTB.N,Kontoor Brands Inc,Apparel & Accessories,11074621885,11.61021883,4503270214,4.72105984,0.7744,4.30E+18,1823857598,0.117900813
2331.HK_2022,2022,21351156891,1,1,29.41176471,45.65468296,0.57,0.26929,0.0627102,2331.HK,Li Ning Co Ltd,Apparel & Accessories,1338935319,0.01688723,5749653039,0.072517104,0.3249,4.56E+20,12170159428,0.117088443
DLAPQ.PK_2021,2021,184065310.7,0,0,100,34.68711954,0.9,0.05419,0.8779502,DLAPQ.PK,Delta Apparel Inc,Apparel & Accessories,161600176.3,0.047576121,9974499.187,0.002936556,0.81,3.39E+16,165658779.6,0.116752741
BOSSn.DE_2018,2018,3795968000,0,0,100,84.98521018,0.79,0.2564,0.1405677,BOSSn.DE,Hugo Boss AG,Apparel & Accessories,533590491,0.036041558,973286195.2,0.06574096,0.6241,1.44E+19,2998814720,0.116715969
DLAPQ.PK_2020,2020,114616791.8,0,0,100,29.46616614,0.89,0.0796,0.7448008,DLAPQ.PK,Delta Apparel Inc,Apparel & Accessories,85366678.23,0.059286144,9123496.627,0.00633616,0.7921,1.31E+16,102008944.7,0.11549898
DLAPQ.PK_2019,2019,193891377.8,0,0,100,26.27992715,0.89,0.0628,0.6172484,DLAPQ.PK,Delta Apparel Inc,Apparel & Accessories,119679142.7,0.0387632,12176378.53,0.00394384,0.7921,3.76E+16,172563326.2,0.114094171
MONC.MI_2022,2022,13547298105,0,0,100,83.19940409,0.67,0.1908,0.3657017,MONC.MI,Moncler SpA,Apparel & Accessories,4954269947,0.069775884,2584824478,0.03640464,0.4489,1.84E+20,9076689730,0.113840076
1368.HK_2022,2022,2741529248,0,0,100,57.17982268,0.57,0.1197,0.3421587,1368.HK,Xtep International Holdings Ltd,Footwear,938038083.5,0.040956396,328161051,0.01432809,0.3249,7.52E+18,1562671671,0.113677607
DOCS.L_2024,2024,840317521.7,0,0,100,44.33113982,0.56,0.17918,1.2726779,DOCS.L,Dr Martens PLC,Footwear,1069453539,0.228038426,150568093.5,0.032105472,0.3136,7.06E+17,470577812.2,0.112961254
BOSSn.DE_2023,2023,4749184000,0,0,100,86.5343662,0.77,0.2047,0.8053844,BOSSn.DE,Hugo Boss AG,Apparel & Accessories,3824918706,0.164862187,972157964.8,0.04190209,0.5929,2.26E+19,3656871680,0.112109808
NEWAb.ST_2020,2020,252211861.1,0,0,100,54.17933473,0.86,0.103,0.8794388,NEWAb.ST,New Wave Group AB,Apparel & Accessories,221804896.5,0.090582196,25977821.69,0.010609,0.7396,6.36E+16,216902200.5,0.112043263
NEWAb.ST_2021,2021,766383154.3,0,0,100,53.66852112,0.86,0.095,0.5557515,NEWAb.ST,New Wave Group AB,Apparel & Accessories,425918587.6,0.052796393,72806399.66,0.009025,0.7396,5.87E+17,659089512.7,0.111855527
1910.HK_2024,2024,3759237236,0,0,100,50.27367583,0.75,0.3359,1.5128154,1910.HK,Samsonite Group SA,Apparel & Accessories,5687031983,0.508154693,1262727788,0.11282881,0.5625,1.41E+19,2819427927,0.111817367
BATA.NS_2020,2020,2276128265,0,0,100,44.10374481,0.55,0.181,0.6595362,BATA.NS,Bata India Ltd,Footwear,1501188987,0.119376052,411979216,0.032761,0.3025,5.18E+18,1251870546,0.111345065
RL.N_2021,2021,7697131455,0,0,100,77.78847625,0.77,0.0479,0.7768008,RL.N,Ralph Lauren Corp,Apparel & Accessories,5979137872,0.037208758,368692596.7,0.00229441,0.5929,5.92E+19,5926791220,0.110268186
1368.HK_2023,2023,1351759721,0,0,100,58.12322593,0.57,0.1138,0.4162662,1368.HK,Xtep International Holdings Ltd,Footwear,562691882.4,0.047371094,153830256.2,0.01295044,0.3249,1.83E+18,770503041,0.109928976
MEKKO.HE_2022,2022,356086729.2,0,0,100,43.29672307,0.78,0.3981,0.4622027,MEKKO.HE,Marimekko Oyj,Apparel & Accessories,164584247.7,0.184002895,141758126.9,0.15848361,0.6084,1.27E+17,277747648.8,0.109378347
UAA.N_2024,2024,3292459823,0,0,100,38.07267167,0.8,0.11789,0.3138422,UAA.N,Under Armour Inc,Apparel & Accessories,1033312834,0.036998857,388148088.5,0.013898052,0.64,1.08E+19,2633967858,0.108664356
RL.N_2018,2018,7256232370,0,0,100,48.09399231,0.73,0.1473,0.2464569,RL.N,Ralph Lauren Corp,Apparel & Accessories,1788348536,0.036303101,1068843028,0.02169729,0.5329,5.27E+19,5297049630,0.107518615
CFR.S_2018,2018,29221120801,0,0,100,65.19465531,0.56,0.081,0.5594343,CFR.S,Compagnie Financiere Richemont SA,Apparel & Accessories,16347297261,0.045314178,2366910785,0.006561,0.3136,8.54E+20,16363827649,0.107161866
KTB.N_2021,2021,2584019275,0,0,100,56.8541734,0.86,1.9625,10.799388,KTB.N,Kontoor Brands Inc,Apparel & Accessories,27905826750,21.19379895,5071137827,3.85140625,0.7396,6.68E+18,2222256577,0.106293371
NEWAb.ST_2019,2019,266459042.8,0,0,100,45.9954617,0.83,0.1128,0.6240755,NEWAb.ST,New Wave Group AB,Apparel & Accessories,166290560.4,0.070395716,30056580.03,0.01272384,0.6889,7.10E+16,221161005.5,0.105569641
TITN.NS_2021,2021,26452901462,0,0,100,54.80936599,0.57,0.1374,0.7515329,TITN.NS,Titan Company Ltd,Apparel & Accessories,19880225749,0.10326062,3634628661,0.01887876,0.3249,7.00E+20,15078153833,0.105372731
DOCS.L_2023,2023,982290902.9,0,0,100,38.28073402,0.5,0.352,1.1177635,DOCS.L,Dr Martens PLC,Footwear,1097968918,0.393452752,345766397.8,0.123904,0.25,9.65E+17,491145451.5,0.104809319
BOSSn.DE_2022,2022,3812864000,1,0,76.47058824,87.85387282,0.76,0.1636,0.9711204,BOSSn.DE,Hugo Boss AG,Apparel & Accessories,3702750013,0.158875297,623784550.4,0.02676496,0.5776,1.45E+19,2897776640,0.104737769
UAA.N_2023,2023,3459139775,1,0,71.42857143,42.71650027,0.77,0.1429,0.3375085,UAA.N,Under Armour Inc,Apparel & Accessories,1167489077,0.048229965,494311073.8,0.02042041,0.5929,1.20E+19,2663537627,0.104193073
GIII.OQ_2024,2024,1382767355,0,0,100,28.91902131,0.8,0.12929,0.2695245,GIII.OQ,G-III Apparel Group Ltd,Apparel & Accessories,372689680,0.034846823,178777991.3,0.016715904,0.64,1.91E+18,1106213884,0.102809265
DLTH.OQ_2021,2021,441412740.5,0,0,100,10.65357175,0.8,0.14169,0.6407086,DLTH.OQ,Duluth Holdings Inc,Apparel & Accessories,282816939,0.090782002,62543771.2,0.020076056,0.64,1.95E+17,353130192.4,0.101841798
RLXO.NS_2025,2025,953958317,1,0,83.92857143,44.62027659,0.55,0.0831,0.1012931,RLXO.NS,Relaxo Footwears Ltd,Footwear,96629395.2,0.008417457,79273936.14,0.00690561,0.3025,9.10E+17,524677074.4,0.100813877
CFR.S_2016,2016,32904996738,0,0,100,61.03565558,0.47,0.1511,0.1646175,CFR.S,Compagnie Financiere Richemont SA,Apparel & Accessories,5416738301,0.024873704,4971945007,0.02283121,0.2209,1.08E+21,15465348467,0.099576916
BATA.NS_2023,2023,2311893694,1,0,71.42857143,67.21438375,0.5,0.19859,0.8666662,BATA.NS,Bata India Ltd,Footwear,2003640123,0.172111241,459118968.7,0.039437988,0.25,5.34E+18,1155946847,0.099209325
MEKKO.HE_2021,2021,688596939.8,0,0,100,43.57470381,0.75,0.2695,0.7239455,MEKKO.HE,Marimekko Oyj,Apparel & Accessories,498506655.9,0.195103312,185576875.3,0.07263025,0.5625,4.74E+17,516447704.9,0.099175247
GIII.OQ_2025,2025,1040278665,0,0,100,35.051478,0.79,0.12609,0.0036672,GIII.OQ,G-III Apparel Group Ltd,Apparel & Accessories,3814909.92,0.000462397,131168736.9,0.015898688,0.6241,1.08E+18,821820145.4,0.098638395
MONC.MI_2021,2021,17521172216,0,0,100,83.05995019,0.58,0.2048,0.4383571,MONC.MI,Moncler SpA,Apparel & Accessories,7680530241,0.089775534,3588336070,0.04194304,0.3364,3.07E+20,10162279885,0.098363181
1910.HK_2022,2022,3536815259,0,0,100,50.27898873,0.75,0.02629,4.4361409,1910.HK,Samsonite Group SA,Apparel & Accessories,15689810826,0.116626144,92982873.16,0.000691164,0.5625,1.25E+19,2652611444,0.098081503
DLTH.OQ_2018,2018,716687759,0,0,100,16.69855492,0.78,0.1572,0.2015515,DLTH.OQ,Duluth Holdings Inc,Apparel & Accessories,144449492.9,0.031683896,112663315.7,0.02471184,0.6084,5.14E+17,559016452,0.097957472
RL.N_2016,2016,7061667975,0,0,100,53.21894524,0.69,0.143,0.267094,RL.N,Ralph Lauren Corp,Apparel & Accessories,1886129146,0.038194442,1009818520,0.020449,0.4761,4.99E+19,4872550903,0.096934442
RL.N_2017,2017,7025259546,0,0,100,52.4271272,0.69,0.1354,0.2611529,RL.N,Ralph Lauren Corp,Apparel & Accessories,1834666904,0.035360103,951220142.5,0.01833316,0.4761,4.94E+19,4847429087,0.096381214
0210.HK_2020,2020,42918656.64,0,0,100,43.85853861,0.57,-0.04995,0.0578763,0210.HK,Daphne International Holdings Ltd,Footwear,2483973.047,-0.002890921,-2143786.899,0.002495003,0.3249,1.84201E+15,24463634.28,0.095363181
DLTH.OQ_2019,2019,305518339.9,0,0,100,18.28207302,0.78,0.11179,0.4269502,DLTH.OQ,Duluth Holdings Inc,Apparel & Accessories,130441116.3,0.047728763,34153895.22,0.012497004,0.6084,9.33E+16,238304305.1,0.095149683
NEWAb.ST_2024,2024,790313136.3,0,0,100,47.95582272,0.75,0.18123,0.3717262,NEWAb.ST,New Wave Group AB,Apparel & Accessories,293780099,0.067367939,143228449.7,0.032844313,0.5625,6.25E+17,592734852.2,0.094095581
DLTH.OQ_2020,2020,283849915.9,0,0,100,9.274787354,0.78,0.073,0.6058908,DLTH.OQ,Duluth Holdings Inc,Apparel & Accessories,171982052.6,0.044230028,20721043.86,0.005329,0.6084,8.06E+16,221402934.4,0.09374498
BOSSn.DE_2021,2021,3766400000,1,0,66.66666667,86.73961937,0.83,-0.2502,1.4862508,BOSSn.DE,Hugo Boss AG,Apparel & Accessories,5597815013,-0.37185995,-942353280,0.06260004,0.6889,1.42E+19,3126112000,0.093084363
BOSSn.DE_2017,2017,4994176000,0,0,100,87.73089636,0.68,0.21013,0.231323,BOSSn.DE,Hugo Boss AG,Apparel & Accessories,1155267775,0.048607902,1049426203,0.044154617,0.4624,2.49E+19,3396039680,0.092729729
RLXO.NS_2023,2023,2449851501,0,0,100,48.50651529,0.5,0.0855,0.0884504,RLXO.NS,Relaxo Footwears Ltd,Footwear,216690345.2,0.007562509,209462303.3,0.00731025,0.25,6.00E+18,1224925751,0.091909092
2331.HK_2020,2020,14012725535,0,0,100,44.07126729,0.57,0.2317,0.125533,2331.HK,Li Ning Co Ltd,Apparel & Accessories,1759059475,0.029085996,3246748506,0.05368489,0.3249,1.96E+20,7987253555,0.091740356
RLXO.NS_2024,2024,1742511908,0,0,100,43.55589954,0.5,0.104,0.1024282,RLXO.NS,Relaxo Footwears Ltd,Footwear,178482358.2,0.010652533,181221238.4,0.010816,0.25,3.04E+18,871255954,0.091425702
LAKE.OQ_2019,2019,77139776.28,0,0,100,23.3649429,0.8,0.0176,0.015848,LAKE.OQ,Lakeland Industries Inc,Apparel & Accessories,1222511.174,0.000278925,1357660.063,0.00030976,0.64,5.95055E+15,61711821.02,0.091407185
MONC.MI_2024,2024,14009607535,0,0,100,81.65047978,0.58,0.2001,0.2639943,MONC.MI,Moncler SpA,Apparel & Accessories,3698456534,0.052825259,2803322468,0.04004001,0.3364,1.96E+20,8125572370,0.091221554
HRMS.PA_2018,2018,51180050938,0,0,100,56.35107149,0.31,0.2593,0.0106235,HRMS.PA,Hermes International SCA,Apparel & Accessories,543711271.1,0.002754674,13270987208,0.06723649,0.0961,2.62E+21,15865815791,0.09121132
GOOS.TO_2024,2024,938933986.2,1,1,38.63636364,44.91516353,0.7,0.2278,1.7199528,GOOS.TO,Canada Goose Holdings Inc,Apparel & Accessories,1614922139,0.391805248,213889162.1,0.05189284,0.49,8.82E+17,657253790.3,0.090757946
GOOS.TO_2019,2019,3540865087,0,0,100,17.82036503,0.63,0.4717,0.3638186,GOOS.TO,Canada Goose Holdings Inc,Apparel & Accessories,1288232579,0.171613234,1670226062,0.22250089,0.3969,1.25E+19,2230745005,0.089530209
FOSL.OQ_2018,2018,678297482.3,0,0,100,27.92210697,0.75,0.0666,0.7678601,FOSL.OQ,Fossil Group Inc,Apparel & Accessories,520837572.6,0.051139483,45174612.32,0.00443556,0.5625,4.60E+17,508723111.7,0.089362438
MTC.L_2017,2017,125103141.3,0,0,100,44.62775395,0.73,0.1935,0.1953317,MTC.L,Mothercare PLC,Apparel & Accessories,24436609.27,0.037796684,24207457.84,0.03744225,0.5329,1.57E+16,91325293.15,0.088362761
TITN.NS_2023,2023,35541706350,1,1,25,48.6115036,0.43,0.3073,0.7868784,TITN.NS,Titan Company Ltd,Apparel & Accessories,27967001026,0.241807732,10921966361,0.09443329,0.1849,1.26E+21,15282933731,0.087657803
300979.SZ_2024,2024,12145643671,0,0,100,59.41757333,0.38,0.22609,0.0610052,300979.SZ,Huali Industrial Group Co Ltd,Footwear,740947421.3,0.013792666,2746008578,0.051116688,0.1444,1.48E+20,4615344595,0.087644602
BATA.NS_2021,2021,2841658075,0,0,100,49.54349367,0.5,-0.0464,0.5871573,BATA.NS,Bata India Ltd,Footwear,1668500283,-0.027244099,-131852934.7,0.00215296,0.25,8.08E+18,1420829038,0.086108188
PDSL.NS_2022,2022,512268833.6,0,0,100,41.68177584,0.67,0.327,0.7911089,PDSL.NS,PDS Ltd,Apparel & Accessories,405260433.5,0.25869261,167511908.6,0.106929,0.4489,2.62E+17,343220118.5,0.085397519
GOOS.TO_2022,2022,1749271956,1,1,44.11764706,47.44664378,0.67,0.2323,1.2225201,GOOS.TO,Canada Goose Holdings Inc,Apparel & Accessories,2138520127,0.283991419,406355875.4,0.05396329,0.4489,3.06E+18,1172012211,0.085120581
300979.SZ_2022,2022,9029070134,0,0,100,51.92424978,0.38,0.2997,0.1893064,300979.SZ,Huali Industrial Group Co Ltd,Footwear,1709260762,0.056735128,2706012319,0.08982009,0.1444,8.15E+19,3431046651,0.085068484
VIPI.NS_2022,2022,1068826238,0,0,100,33.46269846,0.71,0.12429,0.5327782,VIPI.NS,V I P Industries Ltd,Apparel & Accessories,569447319.2,0.066219002,132844413.1,0.015448004,0.5041,1.14E+18,758866629,0.084891773
FOSL.OQ_2017,2017,314322460,0,0,100,28.8618856,0.75,0.0038,0.6266547,FOSL.OQ,Fossil Group Inc,Apparel & Accessories,196971646.9,0.002381288,1194425.348,1.44E-05,0.5625,9.88E+16,235741845,0.084821141
0210.HK_2019,2019,27383109.56,0,0,100,37.59391866,0.5,0.03485,0.1006086,0210.HK,Daphne International Holdings Ltd,Footwear,2754976.316,0.00350621,954301.3682,0.001214523,0.25,7.49835E+14,13691554.78,0.084329058
GIII.OQ_2023,2023,1407968312,0,0,100,28.76743008,0.71,0.0955,0.4470453,GIII.OQ,G-III Apparel Group Ltd,Apparel & Accessories,629425616.4,0.042692826,134460973.8,0.00912025,0.5041,1.98E+18,999657501.5,0.084058161
DLTH.OQ_2022,2022,193002484.9,0,0,100,36.82680168,0.75,0.01,0.3155066,DLTH.OQ,Duluth Holdings Inc,Apparel & Accessories,60893557.8,0.003155066,1930024.849,0.0001,0.5625,3.73E+16,144751863.7,0.083684894
MONC.MI_2019,2019,10337239527,0,0,100,80.02380627,0.55,0.3337,0.0902181,MONC.MI,Moncler SpA,Apparel & Accessories,932606109.4,0.03010578,3449536830,0.11135569,0.3025,1.07E+20,5685481740,0.083407561
2020.HK_2020,2020,35091186229,0,0,100,59.60935056,0.4,0.29809,0.5254649,2020.HK,ANTA Sports Products Ltd,Apparel & Accessories,18439186663,0.156635832,10460331703,0.088857648,0.16,1.23E+21,14036474492,0.082553698
9904.TW_2023,2023,2689144254,0,0,100,74.53182708,0.45,0.10262,0.5178641,9904.TW,Pou Chen Corp,Footwear,1392611269,0.053143214,275959983.3,0.010530864,0.2025,7.23E+18,1210114914,0.081997142
GOOS.TO_2020,2020,2680779531,0,0,100,25.85434672,0.63,0.3202,0.7420223,GOOS.TO,Canada Goose Holdings Inc,Apparel & Accessories,1989198193,0.23759554,858385605.8,0.10252804,0.3969,7.19E+18,1688891105,0.081822626
2313.HK_2022,2022,15791644341,0,0,100,48.55248398,0.55,0.1225,0.3858994,2313.HK,Shenzhou International Group Holdings Ltd,Apparel & Accessories,6093986076,0.047272677,1934476432,0.01500625,0.3025,2.49E+20,8685404388,0.081397217
0551.HK_2024,2024,3471714318,0,0,100,65.75707649,0.45,0.06519,0.264173,0551.HK,Yue Yuen Industrial (Holdings) Ltd,Footwear,917133186.5,0.017221438,226321056.4,0.004249736,0.2025,1.21E+19,1562271443,0.081027893
SGC.OQ_2024,2024,263203639.3,0,0,100,46.06140325,0.71,0.04496,0.4729708,SGC.OQ,Superior Group of Companies Inc,Apparel & Accessories,124487635.8,0.021264767,11833635.62,0.002021402,0.5041,6.93E+16,186874583.9,0.07917943
RLXO.NS_2022,2022,2559019820,0,0,100,40.89632609,0.43,0.1396,0.0988796,RLXO.NS,Relaxo Footwears Ltd,Footwear,253034856.2,0.013803592,357239166.9,0.01948816,0.1849,6.55E+18,1100378523,0.078332081
9904.TW_2019,2019,3445299784,0,0,100,55.04100965,0.4,0.24577,0.6460012,9904.TW,Pou Chen Corp,Footwear,2225667795,0.158767715,846751327.9,0.060402893,0.16,1.19E+19,1378119914,0.078014455
0210.HK_2017,2017,85342865.07,0,0,100,38.416676,0.43,0.22663,0.0840005,0210.HK,Daphne International Holdings Ltd,Footwear,7168843.337,0.019037033,19341253.51,0.051361157,0.1849,7.2834E+15,36697431.98,0.07766454
TITN.NS_2024,2024,32579297457,0,0,100,47.69422426,0.47,0.32909,1.653146,TITN.NS,Titan Company Ltd,Apparel & Accessories,53858335274,0.544033817,10721521000,0.108300228,0.2209,1.06E+21,15312269805,0.077611386
7936.T_2021,2021,3716317672,0,0,100,71.23022305,0.47,-0.116,0.9702989,7936.T,Asics Corp,Footwear,3605938949,-0.112554672,-431092850,0.013456,0.2209,1.38E+19,1746669306,0.077017595
1368.HK_2024,2024,1882108744,0,0,100,60.44101681,0.43,0.12029,0.4251922,1368.HK,Xtep International Holdings Ltd,Footwear,800257957.5,0.05114637,226398860.8,0.014469684,0.1849,3.54E+18,809306759.9,0.076958534
GIII.OQ_2022,2022,608363710.3,0,0,100,26.48908077,0.67,0.1405,0.3418494,GIII.OQ,G-III Apparel Group Ltd,Apparel & Accessories,207968769.3,0.048029841,85475101.3,0.01974025,0.4489,3.70E+17,407603685.9,0.076795039
GOOS.TO_2021,2021,3488212753,0,0,100,35.66574352,0.63,0.1537,1.0779086,GOOS.TO,Canada Goose Holdings Inc,Apparel & Accessories,3759974525,0.165674552,536138300.1,0.02362369,0.3969,1.22E+19,2197574034,0.076664736
300979.SZ_2023,2023,7842481233,0,0,100,59.73172945,0.36,0.2671,0.0658832,300979.SZ,Huali Industrial Group Co Ltd,Footwear,516687759.6,0.017597403,2094726737,0.07134241,0.1296,6.15E+19,2823293244,0.076640778
GIII.OQ_2020,2020,940011265.3,0,0,100,23.66911468,0.67,0.1208,0.3079535,GIII.OQ,G-III Apparel Group Ltd,Apparel & Accessories,289479759.2,0.037200783,113553360.8,0.01459264,0.4489,8.84E+17,629807547.8,0.076565127
