Primary Key,Year,Company Market Cap,Has Controversy,Has Grave Controversy (<50.0),ESG Controversies Score,ESG Score,Independent Board Members,Return on Equity - Actual,Total Debt Percentage of Total Equity,Identifier (RIC),Company Name,TRBC Industry Name,CAPxLEV,ROExLEV,CAPxROE,ROEsq,BOARDsq,CAPsq,CAPxBOARD,Propensity_Score
2313.HK_2020,2020,24133154263,0,0,100,55.51272559,0.44,0.21469,0.1634814,2313.HK,Shenzhou International Group Holdings Ltd,Apparel & Accessories,3945321845,0.035097822,5181146889,0.046091796,0.1936,5.82E+20,10618587876,0.076558862
2313.HK_2021,2021,25426057570,0,0,100,50.28009958,0.44,0.1902,0.2465503,2313.HK,Shenzhou International Group Holdings Ltd,Apparel & Accessories,6268802122,0.046893867,4836036150,0.03617604,0.1936,6.46E+20,11187465331,0.075999147
RL.N_2019,2019,7802434739,0,0,100,58.77568701,0.58,0.1742,0.2810903,RL.N,Ralph Lauren Corp,Apparel & Accessories,2193188722,0.04896593,1359184132,0.03034564,0.3364,6.09E+19,4525412149,0.075956699
BATA.NS_2025,2025,1148507727,1,0,83.92857143,62.81375532,0.42,0.1338,0.9184032,BATA.NS,Bata India Ltd,Footwear,1054793172,0.122882348,153670333.9,0.01790244,0.1764,1.32E+18,482373245.3,0.075561654
MONC.MI_2020,2020,12953800567,0,0,100,78.6570791,0.54,0.1729,0.5655206,MONC.MI,Moncler SpA,Apparel & Accessories,7325641069,0.097778512,2239712118,0.02989441,0.2916,1.68E+20,6995052306,0.075426697
MONC.MI_2018,2018,7394424334,0,0,100,73.1884745,0.55,0.3069,0.1007828,MONC.MI,Moncler SpA,Apparel & Accessories,745230788.8,0.030930241,2269348828,0.09418761,0.3025,5.47E+19,4066933384,0.075350279
GEO.MI_2023,2023,188962144.3,0,0,100,74.28784627,0.44,-0.11189,2.9505776,GEO.MI,Geox SpA,Footwear,557547470.2,-0.330140128,-21142974.33,0.012519372,0.1936,3.57E+16,83143343.49,0.075290162
BATA.NS_2022,2022,2394387349,0,0,100,63.16165681,0.43,0.05769,0.6029861,BATA.NS,Bata India Ltd,Footwear,1443782289,0.034786268,138132206.2,0.003328136,0.1849,5.73E+18,1029586560,0.075122242
2020.HK_2021,2021,35658869439,0,0,100,67.33139763,0.4,0.2279,0.6560951,2020.HK,ANTA Sports Products Ltd,Apparel & Accessories,23395609510,0.149524073,8126656345,0.05193841,0.16,1.27E+21,14263547776,0.0749965
1361.HK_2024,2024,1090157697,0,0,100,52.50475348,0.43,0.11289,0.0303717,1361.HK,361 Degrees International Ltd,Footwear,33109942.53,0.003428661,123067902.4,0.012744152,0.1849,1.19E+18,468767809.7,0.074510512
GEO.MI_2020,2020,205810620.8,0,0,100,65.03664399,0.46,-0.077,1.1420393,GEO.MI,Geox SpA,Footwear,235043817.3,-0.087937026,-15847417.8,0.005929,0.2116,4.24E+16,94672885.57,0.074452445
FIGS.N_2024,2024,970301110.5,0,0,100,20.28803291,0.67,0.0682,0.0130025,FIGS.N,Figs Inc,Apparel & Accessories,12616340.19,0.000886771,66174535.74,0.00465124,0.4489,9.41E+17,650101744,0.073516215
1361.HK_2023,2023,832588781.2,0,0,100,44.7539247,0.43,0.09919,0.0310962,1361.HK,361 Degrees International Ltd,Footwear,25890347.26,0.003084432,82584481.21,0.009838656,0.1849,6.93E+17,358013175.9,0.073493487
1361.HK_2022,2022,823798084.2,0,0,100,39.65278851,0.43,0.08769,0.0244134,1361.HK,361 Degrees International Ltd,Footwear,20111712.15,0.002140811,72238854,0.007689536,0.1849,6.79E+17,354233176.2,0.072962192
DOCS.L_2025,2025,849959796.1,0,0,100,37.04152719,0.42,0.0637,1.0963428,DOCS.L,Dr Martens PLC,Footwear,931847302.7,0.069837036,54142439.01,0.00405769,0.1764,7.22E+17,356983114.4,0.072828645
GIII.OQ_2021,2021,1180884255,0,0,100,26.0411068,0.67,0.0204,0.3834278,GIII.OQ,G-III Apparel Group Ltd,Apparel & Accessories,452783851.9,0.007821927,24090038.8,0.00041616,0.4489,1.39E+18,791192450.9,0.07277859
TITN.NS_2017,2017,9949692264,0,0,100,59.46590058,0.54,0.2104,0.4393316,TITN.NS,Titan Company Ltd,Apparel & Accessories,4371214222,0.092435369,2093415252,0.04426816,0.2916,9.90E+19,5372833823,0.072776495
GIII.OQ_2019,2019,1429214672,0,0,100,19.79249011,0.64,0.1243,0.3251481,GIII.OQ,G-III Apparel Group Ltd,Apparel & Accessories,464706435.1,0.040415909,177651383.7,0.01545049,0.4096,2.04E+18,914697390.1,0.07251243
1910.HK_2020,2020,2082330755,0,0,100,50.712457,0.63,0.0975,1.2016987,1910.HK,Samsonite Group SA,Apparel & Accessories,2502334161,0.117165623,203027248.6,0.00950625,0.3969,4.34E+18,1311868376,0.072460178
TITN.NS_2025,2025,34055530997,0,0,100,50.04947306,0.46,0.3176,1.7874226,TITN.NS,Titan Company Ltd,Apparel & Accessories,60871625759,0.567685418,10816036645,0.10086976,0.2116,1.16E+21,15665544259,0.072357365
GOOS.TO_2023,2023,1091468345,0,0,100,47.40062922,0.6,0.2467,1.5790576,GOOS.TO,Canada Goose Holdings Inc,Apparel & Accessories,1723491385,0.38955351,269265240.7,0.06086089,0.36,1.19E+18,654881007,0.072350804
TITN.NS_2019,2019,13185804150,0,0,100,52.09102683,0.5,0.2516,0.3924005,TITN.NS,Titan Company Ltd,Apparel & Accessories,5174116141,0.098727966,3317548324,0.06330256,0.25,1.74E+20,6592902075,0.071864193
2331.HK_2023,2023,6367391199,0,0,100,47.17271258,0.57,0.1789,0.0880188,2331.HK,Li Ning Co Ltd,Apparel & Accessories,560450132.5,0.015746563,1139126286,0.03200521,0.3249,4.05E+19,3629412983,0.071656832
0551.HK_2019,2019,4246186325,0,0,100,49.69817304,0.4,0.07307,0.4672033,0551.HK,Yue Yuen Industrial (Holdings) Ltd,Footwear,1983832263,0.034138545,310268834.8,0.005339225,0.16,1.80E+19,1698474530,0.071409945
SAFA.NS_2024,2024,1435958434,0,0,100,46.26248027,0.6,0.28149,0.1776142,SAFA.NS,Safari Industries (India) Ltd,Apparel & Accessories,255046608.5,0.049996621,404207939.6,0.07923662,0.36,2.06E+18,861575060.4,0.071308823
PAGE.NS_2024,2024,5983328265,0,0,100,71.61913893,0.53,0.38359,0.1157535,PAGE.NS,Page Industries Ltd,Apparel & Accessories,692591188.3,0.044401885,2295144889,0.147141288,0.2809,3.58E+19,3171163980,0.071278769
0551.HK_2022,2022,2114144938,0,0,100,53.79077014,0.42,0.02879,0.4721592,0551.HK,Yue Yuen Industrial (Holdings) Ltd,Footwear,998212982.6,0.013593463,60866232.77,0.000828864,0.1764,4.47E+18,887940874,0.071117149
0210.HK_2018,2018,45167385.04,0,0,100,37.02727122,0.43,0.0667,0.0514794,0210.HK,Daphne International Holdings Ltd,Footwear,2325189.881,0.003433676,3012664.582,0.00444889,0.1849,2.04009E+15,19421975.57,0.070924255
GIII.OQ_2017,2017,1509331228,0,0,100,29.52610869,0.64,0.0706,0.4521541,GIII.OQ,G-III Apparel Group Ltd,Apparel & Accessories,682450303,0.031922079,106558784.7,0.00498436,0.4096,2.28E+18,965971985.9,0.070675267
GIII.OQ_2018,2018,1200221702,0,0,100,22.84063778,0.64,0.0742,0.3489318,GIII.OQ,G-III Apparel Group Ltd,Apparel & Accessories,418795518.9,0.02589074,89056450.29,0.00550564,0.4096,1.44E+18,768141889.3,0.070031269
2313.HK_2019,2019,19606657855,0,0,100,55.41034483,0.44,0.21663,0.1120833,2313.HK,Shenzhou International Group Holdings Ltd,Apparel & Accessories,2197578914,0.024280605,4247390291,0.046928557,0.1936,3.84E+20,8626929456,0.069341772
2020.HK_2024,2024,27330249675,0,0,100,74.02284471,0.4,0.23839,0.3833066,2020.HK,ANTA Sports Products Ltd,Apparel & Accessories,10475865080,0.09137646,6515258220,0.056829792,0.16,7.47E+20,10932099870,0.069049348
2020.HK_2023,2023,24899396659,0,0,100,72.22364761,0.42,0.23972,0.5152092,2020.HK,ANTA Sports Products Ltd,Apparel & Accessories,12828398233,0.123505949,5968883367,0.057465678,0.1764,6.20E+20,10457746597,0.068936453
MC.BK_2023,2023,275927806.7,0,0,100,45.50930823,0.62,0.17433,0.2642862,MC.BK,MC Group PCL,Apparel & Accessories,72923911.51,0.046073013,48102494.54,0.030390949,0.3844,7.61E+16,171075240.2,0.068710163
0210.HK_2016,2016,157794986.4,0,0,100,18.50823319,0.38,0.26062,0.1335288,0210.HK,Daphne International Holdings Ltd,Footwear,21070175.18,0.034800276,41124529.36,0.067922784,0.1444,2.49E+16,59962094.83,0.06870172
FIGS.N_2023,2023,1065144513,0,0,100,23.93757892,0.63,0.10539,0.0142978,FIGS.N,Figs Inc,Apparel & Accessories,15229223.22,0.001506845,112255580.2,0.011107052,0.3969,1.13E+18,671041043.2,0.068594592
2331.HK_2024,2024,5290493023,0,0,100,47.67349314,0.57,0.13078,0.1038455,2331.HK,Li Ning Co Ltd,Apparel & Accessories,549393893.2,0.013580914,691890677.5,0.017103408,0.3249,2.80E+19,3015581023,0.067463617
TITN.NS_2020,2020,15597629576,0,0,100,51.21464863,0.47,0.2357,0.533631,TITN.NS,Titan Company Ltd,Apparel & Accessories,8323378668,0.125776827,3676361291,0.05555449,0.2209,2.43E+20,7330885901,0.067229526
9910.TW_2023,2023,5103574346,0,0,100,59.20420312,0.31,0.4214,0.1319136,9910.TW,Feng Tay Enterprises Co Ltd,Footwear,673230864.8,0.055588391,2150646229,0.17757796,0.0961,2.60E+19,1582108047,0.0666106
PDSL.NS_2024,2024,920681884.1,0,0,100,51.00423241,0.6,0.1299,0.8460791,PDSL.NS,PDS Ltd,Apparel & Accessories,778969699.9,0.109905675,119596576.7,0.01687401,0.36,8.48E+17,552409130.5,0.066309587
2020.HK_2019,2019,21581302201,0,0,100,56.36134823,0.4,0.27831,0.1079249,2020.HK,ANTA Sports Products Ltd,Apparel & Accessories,2329159882,0.030036579,6006292216,0.077456456,0.16,4.66E+20,8632520880,0.066237514
0551.HK_2017,2017,5400017617,0,0,100,35.58565097,0.36,0.11571,0.1884709,0551.HK,Yue Yuen Industrial (Holdings) Ltd,Footwear,1017746180,0.021807968,624836038.5,0.013388804,0.1296,2.92E+19,1944006342,0.066193959
2020.HK_2022,2022,33215043521,0,0,100,67.99682093,0.36,0.2917,0.5785301,2020.HK,ANTA Sports Products Ltd,Apparel & Accessories,19215902450,0.16875723,9688828195,0.08508889,0.1296,1.10E+21,11957415668,0.066025491
SAFA.NS_2025,2025,1009469298,0,0,100,55.87434959,0.6,0.1607,0.1308981,SAFA.NS,Safari Industries (India) Ltd,Apparel & Accessories,132137613.1,0.021035325,162221716.2,0.02582449,0.36,1.02E+18,605681578.8,0.065958163
SAFA.NS_2023,2023,1011025881,0,0,100,44.84761229,0.56,0.34429,0.3274935,SAFA.NS,Safari Industries (India) Ltd,Apparel & Accessories,331104404.4,0.112752737,348086100.6,0.118535604,0.3136,1.02E+18,566174493.4,0.065896346
0551.HK_2020,2020,2748307965,0,0,100,53.50207895,0.38,0.07309,0.5498701,0551.HK,Yue Yuen Industrial (Holdings) Ltd,Footwear,1511212376,0.040190006,200873829.2,0.005342148,0.1444,7.55E+18,1044357027,0.065685182
BATA.NS_2024,2024,1995074666,0,0,100,65.09331729,0.36,0.1771,0.8889254,BATA.NS,Bata India Ltd,Footwear,1773472546,0.157428688,353327723.3,0.03136441,0.1296,3.98E+18,718226879.8,0.065449065
9910.TW_2021,2021,6502455035,0,0,100,45.3061649,0.31,0.32941,0.2596928,9910.TW,Feng Tay Enterprises Co Ltd,Footwear,1688640755,0.085545405,2141973713,0.108510948,0.0961,4.23E+19,2015761061,0.065193713
0551.HK_2018,2018,4508722847,0,0,100,41.35206477,0.36,0.11513,0.423992,0551.HK,Yue Yuen Industrial (Holdings) Ltd,Footwear,1911662417,0.048814199,519089261.4,0.013254917,0.1296,2.03E+19,1623140225,0.065084996
MONC.MI_2017,2017,6642772669,0,0,100,59.53633485,0.5,0.3391,0.1998547,MONC.MI,Moncler SpA,Apparel & Accessories,1327589339,0.067770729,2252564212,0.11498881,0.25,4.41E+19,3321386335,0.064945705
383220.KS_2023,2023,2396608847,0,0,100,51.73959127,0.5,0.60402,0.2764262,383220.KS,F&F Co Ltd,Apparel & Accessories,662485476.5,0.166966953,1447599676,0.36484016,0.25,5.74E+18,1198304424,0.064884488
TITN.NS_2016,2016,4061701027,0,0,100,55.13113655,0.55,0.2097,0.0322878,TITN.NS,Titan Company Ltd,Apparel & Accessories,131143390.4,0.006770752,851738705.4,0.04397409,0.3025,1.65E+19,2233935565,0.064827677
PAGE.NS_2021,2021,5325859229,1,0,66.66666667,74.6121135,0.5,0.3974,0.1435725,PAGE.NS,Page Industries Ltd,Apparel & Accessories,764646924.2,0.057055712,2116496458,0.15792676,0.25,2.84E+19,2662929615,0.064665969
1913.HK_2023,2023,13258036535,0,0,100,56.41996956,0.5,0.1411,0.7609435,1913.HK,Prada SpA,Apparel & Accessories,10088616724,0.107369128,1870708955,0.01990921,0.25,1.76E+20,6629018268,0.064514544
PDSL.NS_2023,2023,790494023.7,0,0,100,35.68930188,0.56,0.2751,0.6462343,PDSL.NS,PDS Ltd,Apparel & Accessories,510844352.1,0.177779056,217464905.9,0.07568001,0.3136,6.25E+17,442676653.3,0.064024249
2313.HK_2018,2018,14853311425,0,0,100,47.12819347,0.45,0.21921,0.1074626,2313.HK,Shenzhou International Group Holdings Ltd,Apparel & Accessories,1596175464,0.023556877,3255994397,0.048053024,0.2025,2.21E+20,6683990141,0.063998715
PAGE.NS_2022,2022,5397340235,1,0,76.47058824,76.68807558,0.47,0.54369,0.1009612,PAGE.NS,Page Industries Ltd,Apparel & Accessories,544921946.9,0.054891595,2934479912,0.295598816,0.2209,2.91E+19,2536749910,0.063645041
1910.HK_2021,2021,2568250655,0,0,100,44.93418204,0.63,-0.3142,5.5638266,1910.HK,Samsonite Group SA,Apparel & Accessories,14289301310,-1.748154318,-806944355.8,0.09872164,0.3969,6.60E+18,1617997913,0.063410549
TITN.NS_2022,2022,26049655332,0,0,100,52.40205307,0.4,0.2651,0.7794921,TITN.NS,Titan Company Ltd,Apparel & Accessories,20305500539,0.206643356,6905763629,0.07027801,0.16,6.79E+20,10419862133,0.063150302
MC.BK_2024,2024,238377231.1,0,0,100,49.52631666,0.58,0.19122,0.3310026,MC.BK,MC Group PCL,Apparel & Accessories,78903483.27,0.063294317,45582494.13,0.036565088,0.3364,5.68E+16,138258794,0.062942597
9910.TW_2019,2019,4273237877,0,0,100,40.00684887,0.31,0.32894,0.1132989,9910.TW,Feng Tay Enterprises Co Ltd,Footwear,484153150.9,0.03726854,1405638867,0.108201524,0.0961,1.83E+19,1324703742,0.062465496
PAGE.NS_2020,2020,3452516303,0,0,100,70.68554451,0.5,0.4304,0.2151354,PAGE.NS,Page Industries Ltd,Apparel & Accessories,742758475.9,0.092594276,1485963017,0.18524416,0.25,1.19E+19,1726258152,0.062312508
1913.HK_2022,2022,13524911548,0,0,100,53.76614503,0.5,0.099,0.8909025,1913.HK,Prada SpA,Apparel & Accessories,12049377510,0.088199348,1338966243,0.009801,0.25,1.83E+20,6762455774,0.062137794
9910.TW_2020,2020,5129942530,0,0,100,42.17502311,0.31,0.28929,0.2901619,9910.TW,Feng Tay Enterprises Co Ltd,Footwear,1488513871,0.083940936,1484041075,0.083688704,0.0961,2.63E+19,1590282184,0.062102285
9910.TW_2022,2022,5563774801,0,0,100,66.42814098,0.31,0.2562,0.4911527,9910.TW,Feng Tay Enterprises Co Ltd,Footwear,2732663016,0.125833322,1425439104,0.06563844,0.0961,3.10E+19,1724770188,0.06126644
BCU.MI_2024,2024,7167200000,1,0,61.36363636,40.70573905,0.5,0.27809,1.481148,BCU.MI,Brunello Cucinelli SpA,Apparel & Accessories,10615683946,0.411892447,1993126648,0.077334048,0.25,5.14E+19,3583600000,0.061180953
1913.HK_2020,2020,13837500183,0,0,100,48.56995423,0.5,0.0875,1.0844309,1913.HK,Prada SpA,Apparel & Accessories,15005812777,0.094887704,1210781266,0.00765625,0.25,1.91E+20,6918750092,0.060854676
9904.TW_2018,2018,2748228360,0,0,100,59.07044104,0.33,0.16221,0.5785213,9904.TW,Pou Chen Corp,Footwear,1589908644,0.09384194,445790122.3,0.026312084,0.1089,7.55E+18,906915358.8,0.059345689
REXP.NS_2023,2023,1178846243,0,0,100,16.26908474,0.57,0.10539,0.049125,REXP.NS,Rajesh Exports Ltd,Apparel & Accessories,57910821.69,0.005177284,124238605.5,0.011107052,0.3249,1.39E+18,671942358.5,0.059315677
KKCL.NS_2025,2025,285761595.6,0,0,100,40.54155147,0.56,0.17899,0.165351,KKCL.NS,Kewal Kiran Clothing Ltd,Apparel & Accessories,47250965.59,0.029596175,51148468,0.03203742,0.3136,8.17E+16,160026493.5,0.059108357
0210.HK_2021,2021,35207358.36,0,0,100,45.59604192,0.43,-0.20912,0.0423323,0210.HK,Daphne International Holdings Ltd,Footwear,1490408.456,-0.008852531,-7362562.78,0.043731174,0.1849,1.23956E+15,15139164.09,0.058920331
2331.HK_2017,2017,1471353144,0,0,100,40.91345171,0.57,0.07123,0.1921334,2331.HK,Li Ning Co Ltd,Apparel & Accessories,282696082.2,0.013685662,104804484.4,0.005073713,0.3249,2.16E+18,838671292.1,0.058823934
BCU.MI_2023,2023,6024800000,0,0,100,49.55295925,0.5,0.2307,1.7549418,BCU.MI,Brunello Cucinelli SpA,Apparel & Accessories,10573173357,0.404865073,1389921360,0.05322249,0.25,3.63E+19,3012400000,0.058416792
9910.TW_2024,2024,3869351400,0,0,100,64.73099576,0.31,0.2066,0.2517258,9910.TW,Feng Tay Enterprises Co Ltd,Footwear,974015576.6,0.05200655,799407999.2,0.04268356,0.0961,1.50E+19,1199498934,0.05793379
9904.TW_2020,2020,2698587434,0,0,100,20.0097055,0.33,0.12115,0.6189137,9904.TW,Pou Chen Corp,Footwear,1670192734,0.074981395,326933867.6,0.014677323,0.1089,7.28E+18,890533853.2,0.057933782
0551.HK_2021,2021,2372172952,0,0,100,54.90232734,0.36,-0.0227,0.5397456,0551.HK,Yue Yuen Industrial (Holdings) Ltd,Footwear,1280369913,-0.012252225,-53848326.01,0.00051529,0.1296,5.63E+18,853982262.7,0.057758328
9904.TW_2022,2022,3079731388,0,0,100,74.81472299,0.33,0.10356,0.5155542,9904.TW,Pou Chen Corp,Footwear,1587768452,0.053390793,318936982.5,0.010724674,0.1089,9.48E+18,1016311358,0.057524326
VIPI.NS_2025,2025,514876529.6,0,0,100,39.12970039,0.6,-0.11839,1.2190016,VIPI.NS,V I P Industries Ltd,Apparel & Accessories,627635313.4,-0.144317599,-60956232.34,0.014016192,0.36,2.65E+17,308925917.8,0.057425301
1913.HK_2024,2024,19138846932,1,0,61.36363636,56.3823286,0.42,0.183,0.670048,1913.HK,Prada SpA,Apparel & Accessories,12823946109,0.122618784,3502408989,0.033489,0.1764,3.66E+20,8038315711,0.057350488
CALN.S_2023,2023,267226373.2,0,0,100,40.33021412,0.56,0.11669,0.2233084,CALN.S,Calida Holding AG,Apparel & Accessories,59673893.84,0.026057857,31182645.49,0.013616556,0.3136,7.14E+16,149646769,0.057186206
9904.TW_2024,2024,3203554530,0,0,100,71.76844569,0.33,0.09111,0.3854397,9904.TW,Pou Chen Corp,Footwear,1234777097,0.035117411,291875853.2,0.008301032,0.1089,1.03E+19,1057172995,0.057077056
2313.HK_2023,2023,14024798147,0,0,100,46.43538353,0.44,0.15589,0.3027484,2313.HK,Shenzhou International Group Holdings Ltd,Apparel & Accessories,4245985199,0.047195448,2186325783,0.024301692,0.1936,1.97E+20,6170911185,0.056833412
1913.HK_2021,2021,14407715242,0,0,100,44.3377714,0.5,-0.0187,1.0117364,1913.HK,Prada SpA,Apparel & Accessories,14576809951,-0.018919471,-269424275,0.00034969,0.25,2.08E+20,7203857621,0.056816846
BCU.MI_2022,2022,4698800000,0,0,100,49.67658668,0.5,0.18539,2.0789113,BCU.MI,Brunello Cucinelli SpA,Apparel & Accessories,9768388416,0.385409366,871110532,0.034369452,0.25,2.21E+19,2349400000,0.056172333
VIPI.NS_2023,2023,923968612.5,1,0,71.42857143,26.04106404,0.5,0.33219,0.5489567,VIPI.NS,V I P Industries Ltd,Apparel & Accessories,507218760.4,0.182357926,306933133.4,0.110350196,0.25,8.54E+17,461984306.3,0.056111366
SFER.MI_2024,2024,1142708300,1,0,88.63636364,63.28837071,0.55,0.0354,1.0955574,SFER.MI,Salvatore Ferragamo SpA,Apparel & Accessories,1251902534,0.038782732,40451873.82,0.00125316,0.3025,1.31E+18,628489565,0.055959143
MTC.L_2022,2022,47736025.96,0,0,100,25.00426993,0.4,-0.43,13.4666667,MTC.L,Mothercare PLC,Apparel & Accessories,642845151.2,-5.790666681,-20526491.16,0.1849,0.16,2.27873E+15,19094410.38,0.055724375
BCU.MI_2021,2021,4127600000,0,0,100,47.64763909,0.56,-0.11929,2.5978422,BCU.MI,Brunello Cucinelli SpA,Apparel & Accessories,10722853465,-0.309896596,-492381404,0.014230104,0.3136,1.70E+19,2311456000,0.055091154
0551.HK_2023,2023,1616388226,0,0,100,60.44993229,0.33,0.0715,0.3814705,0551.HK,Yue Yuen Industrial (Holdings) Ltd,Footwear,616604424.8,0.027275141,115571758.2,0.00511225,0.1089,2.61E+18,533408114.6,0.055030001
9904.TW_2017,2017,3192534832,0,0,100,66.14670495,0.3,0.18013,0.4719874,9904.TW,Pou Chen Corp,Footwear,1506836215,0.08501909,575071299.3,0.032446817,0.09,1.02E+19,957760449.6,0.054710574
DLLA.NS_2023,2023,285532691.3,0,0,100,40.18952409,0.55,0.0762,0.2473017,DLLA.NS,Dollar Industries Ltd,Apparel & Accessories,70612719.96,0.01884439,21757591.08,0.00580644,0.3025,8.15E+16,157042980.2,0.054495102
111770.KS_2023,2023,1417210275,0,0,100,52.99738597,0.5,0.26801,0.163771,111770.KS,Youngone Corp,Apparel & Accessories,232097943.9,0.043892266,379826525.8,0.07182936,0.25,2.01E+18,708605137.5,0.054434182
TITN.NS_2018,2018,10360366468,0,0,100,50.33891294,0.43,0.246,0.3324932,TITN.NS,Titan Company Ltd,Apparel & Accessories,3444751400,0.081793327,2548650151,0.060516,0.1849,1.07E+20,4454957581,0.053927626
GEO.MI_2022,2022,208143486.8,0,0,100,82.94715317,0.4,-0.426,2.7617152,GEO.MI,Geox SpA,Footwear,574833031.3,-1.176490675,-88669125.38,0.181476,0.16,4.33E+16,83257394.72,0.053487529
PAGE.NS_2023,2023,4678963416,0,0,100,69.0215157,0.43,0.4645,0.2964127,PAGE.NS,Page Industries Ltd,Apparel & Accessories,1386904179,0.137683699,2173378507,0.21576025,0.1849,2.19E+19,2011954269,0.053279941
2313.HK_2024,2024,11589231796,0,0,100,46.15697478,0.44,0.1433,0.3730779,2313.HK,Shenzhou International Group Holdings Ltd,Apparel & Accessories,4323686261,0.053462063,1660736916,0.02053489,0.1936,1.34E+20,5099261990,0.053161543
VIPI.NS_2024,2024,769868479.9,0,0,100,26.43205568,0.5,0.17289,1.2850526,VIPI.NS,V I P Industries Ltd,Apparel & Accessories,989321491.8,0.222172744,133102561.5,0.029890952,0.25,5.93E+17,384934240,0.052966814
7936.T_2017,2017,2657116388,0,0,100,69.04272331,0.31,0.078,0.3375032,7936.T,Asics Corp,Footwear,896785283.7,0.02632525,207255078.3,0.006084,0.0961,7.06E+18,823706080.3,0.052597831
DLLA.NS_2022,2022,269888563.3,0,0,100,39.31607313,0.5,0.24359,0.3188012,DLLA.NS,Dollar Industries Ltd,Apparel & Accessories,86040797.85,0.077656784,65742155.13,0.059336088,0.25,7.28E+16,134944281.7,0.052485349
VAIB.NS_2022,2022,578364423.8,0,0,100,61.97799028,0.5,0.22699,0.1460222,VAIB.NS,Vaibhav Global Ltd,Apparel & Accessories,84454045.57,0.033145579,131282940.6,0.05152446,0.25,3.35E+17,289182211.9,0.052096299
PAGE.NS_2019,2019,3262222660,0,0,100,62.04446967,0.43,0.4857,0.1093907,PAGE.NS,Page Industries Ltd,Apparel & Accessories,356856820.3,0.053131063,1584461546,0.23590449,0.1849,1.06E+19,1402755744,0.051859995
111770.KS_2024,2024,1228739922,0,0,100,52.37162165,0.5,0.17025,0.1910563,111770.KS,Youngone Corp,Apparel & Accessories,234758503.2,0.032527335,209192971.7,0.028985063,0.25,1.51E+18,614369961,0.051412792
PDSL.NS_2025,2025,499523407,0,0,100,52.02840223,0.5,0.16297,0.7178838,PDSL.NS,PDS Ltd,Apparel & Accessories,358599761.6,0.116993523,81407329.64,0.026559221,0.25,2.50E+17,249761703.5,0.051343195
111770.KS_2022,2022,1547715565,0,0,100,32.12915608,0.5,0.14706,0.1473122,111770.KS,Youngone Corp,Apparel & Accessories,227997384.9,0.021663732,227607051,0.021626644,0.25,2.40E+18,773857782.5,0.051062763
SFER.MI_2023,2023,2060925900,0,0,100,61.26470881,0.5,0.09179,0.7797008,SFER.MI,Salvatore Ferragamo SpA,Apparel & Accessories,1606905573,0.071568736,189172388.4,0.008425404,0.25,4.25E+18,1030462950,0.050831385
GEO.MI_2021,2021,277351844.2,0,0,100,77.13642458,0.4,-0.49789,2.6566671,GEO.MI,Geox SpA,Footwear,736831519.6,-1.322727982,-138090709.7,0.247894452,0.16,7.69E+16,110940737.7,0.050120425
GRND3.SA_2021,2021,1237103134,0,0,100,33.10268324,0.29,0.14439,0.0238234,GRND3.SA,Grendene SA,Footwear,29472002.8,0.003439861,178625321.5,0.020848472,0.0841,1.53E+18,358759908.9,0.049716651
1929.HK_2023,2023,13467610575,0,0,100,67.28710714,0.41,0.16309,0.6626598,1929.HK,Chow Tai Fook Jewellery Group Ltd,Apparel & Accessories,8924444130,0.108073187,2196432609,0.026598348,0.1681,1.81E+20,5521720336,0.049402739
2313.HK_2017,2017,11933380814,0,0,100,37.90037997,0.4,0.2093,0.303834,2313.HK,Shenzhou International Group Holdings Ltd,Apparel & Accessories,3625766826,0.063592456,2497656604,0.04380649,0.16,1.42E+20,4773352326,0.04938089
DLLA.NS_2024,2024,313853782,0,0,100,44.48910238,0.5,0.12119,0.4097804,DLLA.NS,Dollar Industries Ltd,Apparel & Accessories,128611128.3,0.049661287,38035939.84,0.014687016,0.25,9.85E+16,156926891,0.049341515
GRND3.SA_2022,2022,965331680.4,0,0,100,39.49753101,0.29,0.1343,0.0494989,GRND3.SA,Grendene SA,Footwear,47782856.31,0.006647702,129644044.7,0.01803649,0.0841,9.32E+17,279946187.3,0.04922249
111770.KS_2020,2020,1050437812,0,0,100,13.88634778,0.5,0.09816,0.2349571,111770.KS,Youngone Corp,Apparel & Accessories,246807822,0.023063389,103110975.6,0.009635386,0.25,1.10E+18,525218906,0.049152858
002563.SZ_2023,2023,1984516391,0,0,100,40.74732836,0.5,0.0565,0.3674827,002563.SZ,Zhejiang Semir Garment Co Ltd,Apparel & Accessories,729275441.6,0.020762773,112125176.1,0.00319225,0.25,3.94E+18,992258195.5,0.04911688
DLLA.NS_2025,2025,188830656.9,0,0,100,44.43903568,0.5,0.11221,0.399691,DLLA.NS,Dollar Industries Ltd,Apparel & Accessories,75473914.09,0.044849327,21188688.01,0.012591084,0.25,3.57E+16,94415328.45,0.048932348
SAFA.NS_2022,2022,450712841.3,0,0,100,34.9094804,0.5,0.1091,0.1847549,SAFA.NS,Safari Industries (India) Ltd,Apparel & Accessories,83271405.92,0.02015676,49172770.99,0.01190281,0.25,2.03E+17,225356420.7,0.048687108
8111.T_2024,2024,2571353902,0,0,100,44.41956519,0.45,0.27,0.0290905,8111.T,Goldwin Inc,Apparel & Accessories,74801970.69,0.007854435,694265553.5,0.0729,0.2025,6.61E+18,1157109256,0.048576264
